fecha_limpia,volumen_posts,sentimiento_medio,sentimiento_std
2026-05-01,295,0.43984203389830506,0.4809038997681093
2026-05-02,298,0.3618530201342282,0.4619949079342522
2026-05-03,295,0.36688169491525424,0.4641645611201253
2026-05-04,292,0.3779284246575343,0.4664820744174809
2026-05-05,293,0.341101023890785,0.45127848230869433
2026-05-06,295,0.2846128813559322,0.42569538864678674
2026-05-07,293,0.3363843003412969,0.45377096414751084
2026-05-08,291,0.3623683848797251,0.4615306659559331
2026-05-09,300,0.38665,0.4678422399037171
2026-05-10,295,0.4388230508474576,0.47588775488466195
2026-05-11,291,0.33807869415807557,0.4468945384651875
2026-05-12,295,0.35828237288135595,0.45458956859864696
2026-05-13,292,0.4427996575342466,0.4772234239042615
2026-05-14,296,0.381597972972973,0.46650244390074597
2026-05-15,292,0.36747397260273973,0.4622147967009698
2026-05-16,296,0.4125070945945946,0.4729758457125081
2026-05-17,293,0.3395460750853242,0.4504853340473294
2026-05-18,292,0.40568835616438353,0.4762629271830554
2026-05-19,290,0.3649010344827586,0.461006573333142
2026-05-20,297,0.3587693602693603,0.45929162146862484
2026-05-21,291,0.33221786941580755,0.452322509244497
2026-05-22,293,0.407239590443686,0.4709003963581288
2026-05-23,296,0.3893391891891892,0.4654436511086025
2026-05-24,293,0.40679556313993176,0.4732482954988594
2026-05-25,297,0.37037272727272724,0.46342654440346814
2026-05-26,291,0.3217515463917526,0.44807791374054934
2026-05-27,296,0.30248412162162164,0.4386328408464834
2026-05-28,296,0.3526658783783784,0.4575543514825115
2026-05-29,294,0.39866326530612245,0.46995341132563906
2026-05-30,295,0.39851186440677966,0.4712085579983304
2026-05-31,295,0.36242644067796614,0.4652830805142159
2026-06-01,290,0.3967686206896552,0.4689067707651182
2026-06-02,292,0.34897705479452057,0.45295107522860123
2026-06-03,294,0.37079183673469385,0.45854138792289295
2026-06-04,295,0.3104196610169492,0.44474194323755284
2026-06-05,294,0.3746438775510204,0.4589918503071644
2026-06-06,299,0.35266020066889636,0.45559126335963035
2026-06-07,296,0.41954966216216216,0.4775142005518778
2026-06-08,286,0.397587062937063,0.4734038547495091
2026-06-09,286,0.3542671328671329,0.4571423850938509
2026-06-10,292,0.326313698630137,0.45118919274153085
2026-06-11,297,0.34296262626262625,0.45398069533888413
2026-06-12,296,0.3895506756756757,0.4654346510224858
2026-06-13,299,0.34647090301003347,0.4572129368837675
2026-06-14,298,0.34819026845637585,0.45809775022389815
2026-06-15,292,0.4144575342465754,0.47431803304560277
2026-06-16,292,0.29330273972602744,0.434653973911595
2026-06-17,288,0.3129052083333333,0.4480945381608362
2026-06-18,294,0.38743503401360546,0.4690002301357697
2026-06-19,298,0.39410570469798656,0.46612605620194325
2026-06-20,297,0.36848989898989903,0.463935396938798
2026-06-21,298,0.4212795302013423,0.47692511410255106
2026-06-22,294,0.34994659863945576,0.45720838577822903
2026-06-23,294,0.3545738095238095,0.45999315786695594
2026-06-24,294,0.40215986394557823,0.46785296772329016
2026-06-25,295,0.2672149152542373,0.4216495472084991
2026-06-26,295,0.38453966101694914,0.46872620406164
2026-06-27,299,0.3874966555183947,0.46704491914466223
2026-06-28,296,0.34785304054054056,0.45513035069781593
2026-06-29,295,0.36712169491525426,0.4639086688100551
2026-06-30,292,0.3225900684931507,0.4492297443019896
2026-07-01,293,0.3420348122866894,0.45797319470862674
2026-07-02,299,0.37501672240802675,0.4631790443251647
2026-07-03,295,0.38376406779661015,0.46474864861724985
2026-07-04,297,0.35055791245791246,0.45893214980136565
2026-07-05,296,0.4039689189189189,0.4699130940714936
2026-07-06,294,0.351469387755102,0.4596523568547009
