ID_Tweet,Fecha_UTC,Contenido_Texto,Retweets,Favoritos
at://did:plc:2k26rh7qzdxhds3tmx7fdcxu/app.bsky.feed.post/3mms5gmhvxk2p,2026-05-26T23:28:10.671Z,apple twinks in YOUR areas?!?!? click now to chat with our delicious fruity fruit boys we promise it's not a scam,1,124
at://did:plc:hmjkyrt6pge5mi6z6phkzqwm/app.bsky.feed.post/3mms3nf5yak2z,2026-05-26T22:56:10.400Z,blehhh #oc #art,36,396
at://did:plc:sf565rmwryazfxvls3xfh3mu/app.bsky.feed.post/3mmrubgd6ms24,2026-05-26T20:44:12.772Z,"Happy birthday, My Sour Apple. #harlequin #TFC #jester #thefreakcircus #art #comic",10,79
at://did:plc:3ak6f6h3f4f5hw2fv32wupdg/app.bsky.feed.post/3mms22thnrs26,2026-05-26T22:27:54.114Z,Soon.,3,62
at://did:plc:s6yp6jam5og3tftozaw7pjth/app.bsky.feed.post/3mmriomjohc2m,2026-05-26T17:16:50.586Z,I am not buying a fucking apple watch to track my steps. Jesus Murphy.,0,91
at://did:plc:j6ssy657ii62h3i5r4zga76c/app.bsky.feed.post/3mms27paoc224,2026-05-26T22:30:37.386Z,The big apple,0,12
at://did:plc:w5dk6pygx5sdrslc5vo56h75/app.bsky.feed.post/3mmreiyle5c2y,2026-05-26T16:02:06.930Z,"Apple has open-sourced corecrypto, the foundational cryptographic library in Apple operating systems security.apple.com/blog/formal-... github.com/apple/corecr...",12,25
at://did:plc:tz4wzl2yjgd3xfr6b63ksjnw/app.bsky.feed.post/3mmrjtd7z3c2n,2026-05-26T17:37:22.344Z,"everyone killing their desktop apps (mostly apple music, which is unusable). phone touch buttons that don't work",0,101
at://did:plc:w6adnkpcgqb67lqi5nxcy7l5/app.bsky.feed.post/3mmrn33uxo22v,2026-05-26T18:35:24.300Z,“We’ve seen the pictures on your phone” You mean these??? Ever since Apple moved the camera button I’ve been taking mad pictures of what looks to be my butt,7,197
at://did:plc:a67zdrt4nl2tv2qojpngogbq/app.bsky.feed.post/3mmrohqyetm2t,2026-05-26T19:00:22Z,"Members of the Congressional Black Caucus urged more than 250 companies, including Amazon, Apple, Google, Meta, Starbucks and Tesla, to condemn recent redistricting efforts in Republican-led states.",45,166
at://did:plc:bgakgsp7rz6ioyaqbvd7p7ew/app.bsky.feed.post/3mms5tcx7z323,2026-05-26T23:35:16Z,Apple rolling out new AirTag 2 firmware update,0,10
at://did:plc:dirjzfgzglbr6ycbb7mffjfy/app.bsky.feed.post/3mms75klkkk2s,2026-05-26T23:58:54.186Z,"Dropped by a ""department store"" to buy a toaster? Were you also looking for some Crystal Pepsi, a Sports Walkman, and an Apple IIc?",0,22
at://did:plc:wyoactb6aac5mwvlzjlohmpe/app.bsky.feed.post/3mmrvfchyok2p,2026-05-26T21:04:16.699Z,"Apple leaves no doubt about the risk of Bill C-22 : ""as drafted, this bill allows the Government of Canada to force companies to break encryption by inserting backdoors into their products, something Apple will never do.""",6,20
at://did:plc:cwzjesjifumxsnkme2pk3plc/app.bsky.feed.post/3mms2a2chlc22,2026-05-26T22:30:49.051Z,got some old film from 2018 developed and it came in today :p,3,19
at://did:plc:q2pghw577kjyrv7bsqef4voa/app.bsky.feed.post/3mmryzkalnk2a,2026-05-26T22:09:17.146Z,A defense of the USB placement on the Apple magic mouse since everyone jokes about it I hate that I have to make this.,3,28
at://did:plc:aunpu65mdrhwfie7ynymlzeh/app.bsky.feed.post/3mms2w2xlv42t,2026-05-26T22:43:07.678Z,"Watch the full episode of the Bulwark Podcast at The Bulwark and YouTube, or listen on Apple Podcasts, Spotify or wherever you get your podcasts:",6,27
at://did:plc:ty2kxmxjmtealqi2kc7f4pww/app.bsky.feed.post/3mms2gn35ns2r,2026-05-26T22:34:30.076Z,"Apple really set the stage for ""AI"" when they borked Save As…in macOS.",0,12
at://did:plc:bgakgsp7rz6ioyaqbvd7p7ew/app.bsky.feed.post/3mms46dw7qa2o,2026-05-26T23:05:39Z,"Apple Watch users can complete the Global Running Day Challenge on Wednesday, June 3. The challenge requires logging a running workout of at least 5K, or 3.1 miles. More details 9to5mac.com/global-running-day-challenge-coming-to-apple-watch-next-week/",5,13
at://did:plc:bgakgsp7rz6ioyaqbvd7p7ew/app.bsky.feed.post/3mms5te2hv422,2026-05-26T23:35:17Z,Apple working on iPhone anti-snatching feature that locks the device automatically,1,16
at://did:plc:bgakgsp7rz6ioyaqbvd7p7ew/app.bsky.feed.post/3mmrkpqc6vz2o,2026-05-26T17:53:15Z,Apple releases macOS 26.6 developer beta 1,0,15
at://did:plc:b4eicqrguc4by4jxy5bns54h/app.bsky.feed.post/3mmrto5m27k22,2026-05-26T20:33:26.091Z,My morning was spent at the Apple store upgrading my iPad. The store employees wore green long-sleeved uniforms with a white Apple logo. #AlphabetChallenge #WeekUforUniform #ECK #green,0,14
