ID_Tweet,Fecha_UTC,Contenido_Texto,Retweets,Favoritos
at://did:plc:wjljc54nads6ix5tlp4swebe/app.bsky.feed.post/3mi3daeo7hv2j,2026-03-28T00:00:03.039496+00:00,"teckel Web3 API hourly update Eth price (USD): 1991.34 (+0.4% 1 hr, -3.3% 24 hr) Click for API details API keys via App: Apple App Store Google Play Store #teckel #eth",0,0
at://did:plc:34w6p2nygxpqkiqbkrnq56ip/app.bsky.feed.post/3mi3jz4pn6n2x,2026-03-28T02:00:49.000Z,#NowPlaying 🕐 1:00 pm 🎵 Dry Spell 🧑‍🎤 Kacey Musgraves 💿 Middle of Nowhere 🎧 Apple Music / YouTube Music 📝 Lyrics,0,0
at://did:plc:34w6p2nygxpqkiqbkrnq56ip/app.bsky.feed.post/3mi3n5a22cn2j,2026-03-28T02:56:17.000Z,#NowPlaying 🕜 1:56 pm 🎵 Otherside 🧑‍🎤 Red Hot Chili Peppers 💿 Californication 🎧 Apple Music / YouTube Music 📝 Lyrics,0,1
at://did:plc:p6vqcrekww6mqb74d7l6vxjj/app.bsky.feed.post/3mi3prqutpk27,2026-03-28T03:44:31.246Z,He needs to sober up. Quick! Get this little one some apple juice or lemonade!,0,1
at://did:plc:jixntlsghgiyndoin5zyc5rj/app.bsky.feed.post/3mi3pqdnkac2v,2026-03-28T03:43:43.822Z,When will #Germ be available globally via the Apple App Store?,0,0
at://did:plc:d7le2lmkymgo3erybc2w5bnt/app.bsky.feed.post/3mi3rj7visk2l,2026-03-28T04:15:32.488Z,"🥳👻 The first ever VSpirits collab! 👻🥳 🗽🥰 The leader of this exclusive #Vtuber group @birdie-wirdie.bsky.social will be playing #Deadlock with @gwindor-vt.bsky.social, @b00giepunk.bsky.social, me, and likely more members! Tomorrow, March 29th, at 1 pm ET / 10 am PT! 🥰🗽 🔗📺 L1nks in profiles! 📺🔗",2,5
at://did:plc:dz3dubg3bcqe7g3ye2adyjri/app.bsky.feed.post/3mi3sppkza22j,2026-03-28T04:37:03.992Z,"I don’t think you’re wrong after all the media on the Apple projection scorebug. I’d prefer a viz for a distribution of an outcome. Could have been cooler/nerdier. But then again, they provide betting odds and no one says anything about how unexplained those are, so who knows!",0,0
at://did:plc:34w6p2nygxpqkiqbkrnq56ip/app.bsky.feed.post/3mi3furw3ni2d,2026-03-28T00:45:44.000Z,#NowPlaying 🕦 11:45 am 🎵 Going Out 🧑‍🎤 Carla dal Forno 💿 Confession 🎧 Apple Music / YouTube Music 📝 Lyrics,0,0
at://did:plc:extqxtsoc4q4qnbmwizooppn/app.bsky.feed.post/3mi4d7jvjha2y,2026-03-28T09:31:15.000Z,#NowPlaying 🕣 8:31 pm 🎵 RAIN 🧑‍🎤 FISHER 🎧 Apple Music / YouTube Music 📝 Lyrics,0,0
at://did:plc:q43fzbpytktap2hd3aybaazb/app.bsky.feed.post/3mi4dojsw222y,2026-03-28T09:40:38.017Z,Another series from a book I enjoyed on Apple was A Gentleman in Moscow.,0,0
at://did:plc:bx24oziif5l2pxmyggznczx2/app.bsky.feed.post/3mi4dpz47t22z,2026-03-28T09:41:27.604Z,"🟩 🟩 ⬜ 🟩 🟩 ⬜ 🟩 ⬜ 🟩 ⬜ Score: 6/10 Fovea, Steel, Bill Slim and Apple",0,1
at://did:plc:ahr5yhciwadehhwm7fotyfju/app.bsky.feed.post/3mi4tjrpc6s2a,2026-03-28T14:24:18.381Z,"This was sooo easy to set up and maintain and because I'm using ATProto auth, it's vendor neutral. No cloud company can be miffed because I'm using their competitor's identity system. It also lets anyone see who's invited to the beta.",0,0
at://did:plc:pavt775rsubl35v2xvktuzks/app.bsky.feed.post/3mi464xsgmd27,2026-03-28T08:01:19.876343+00:00,#New York #Big Apple 🗽 #Opfer,0,0
at://did:plc:msibbasr2pn5aaw6b447wda4/app.bsky.feed.post/3mi4mlvmpqd27,2026-03-28T12:20:12+00:00,"Apple AirTags have never been cheaper — $15 apiece at Amazon Spring Sale https://www.europesays.com/uk/855963/ The best Apple AirTag deals from Amazon’s Big Spring Sale: Amazon’s Big Spring Sale is officially underway, and…",0,0
at://did:plc:kncaaeeongdt7zzkytgsvljh/app.bsky.feed.post/3mi3gpkg3rk2y,2026-03-28T01:02:13.687Z,where is that? Is it Apple? cause i don't have that @roni1133.bsky.social,0,2
at://did:plc:khnbpbedsi3szvojsgpfuw7m/app.bsky.feed.post/3mi4ozuyud22y,2026-03-28T13:03:50.004Z,"Just send Apple the Report, i hope for the best (:",0,1
at://did:plc:2h7tldbgldttiydiej3qbcpr/app.bsky.feed.post/3mi4zdegtss2a,2026-03-28T16:08:05.600Z,A Pine Apple perhaps?,0,15
at://did:plc:tuqwruzonsezi2pay3rkmhmj/app.bsky.feed.post/3mi5jeqslbk2c,2026-03-28T20:55:11.988Z,"Between this and the Michael Jordan reference a couple of seasons ago, I have to believe there is someone from Portland in the ""For All Mankind"" writers room.",0,3
at://did:plc:extqxtsoc4q4qnbmwizooppn/app.bsky.feed.post/3mi52kyrgc72t,2026-03-28T16:29:12.000Z,#NowPlaying 🕒 3:29 am 🎵 Good Ol' Days 🧑‍🎤 Hayley Williams 💿 Ego Death At A Bachelorette Party 🎧 Apple Music / YouTube Music,0,0
at://did:plc:54h2daa3xiajcygoz6s4c3tt/app.bsky.feed.post/3mi52mlukk22c,2026-03-28T16:31:09.118Z,"Watch fire fly as two sorcerers get into a fight over a djinn, who’s smarter than both of them combined. @jeanmarieward.bsky.social Amazon: www.amazon.com/Burning-Down... B&N: www.barnesandnoble.com/w/burning-do... Apple: books.apple.com/us/book/burn... Kobo: www.kobo.com/us/en/ebook/...",0,1
at://did:plc:34w6p2nygxpqkiqbkrnq56ip/app.bsky.feed.post/3mi53ah7gbu22,2026-03-28T16:41:45.000Z,#NowPlaying 🕞 3:41 am 🎵 DND (It's Not Personal) 🧑‍🎤 Rapsody 💿 Please Don't Cry 🎧 Apple Music,0,0
at://did:plc:wjpblmvdfa3iaqrohneqc2ls/app.bsky.feed.post/3mi5ckinixc2i,2026-03-28T18:53:08.569Z,"Woe. Alack. ...I wouldn't even know how; I just use the Apple Shortcuts app to make ""open this webpage"" macros and assign a carefully trimmed screenshot to it. >_>",0,0
at://did:plc:cs7zh2g2bqlnoetsenhvb4u3/app.bsky.feed.post/3mi5236ux322v,2026-03-28T16:21:25.063Z,#blueskyartshow #background #eastcoastkin Bare Limbs in Winter #currentlydormantbutgreatnesswithin #trustedwithpruningshears #getoutonalimb,2,19
at://did:plc:litxpkz464zrocesolzmfn7t/app.bsky.feed.post/3mi52jra43k2s,2026-03-28T16:29:34.057Z,Stronger Together Podcast - Episode 2: Supergirl's Pilot Youtube: youtu.be/r6eDIP8dVW8 Spotify: open.spotify.com/episode/3QgU... RSS: rss.com/podcasts/str... Apple Podcast: podcasts.apple.com/us/podcast/s... #SUPERGIRL #CWSUPERGIRL #SUPERCORP,4,6
