ID_Tweet,Fecha_UTC,Contenido_Texto,Retweets,Favoritos
at://did:plc:mfrcz3kv7bsth54bkyrridp5/app.bsky.feed.post/3mpx2nwdsn22s,2026-07-06T02:37:28.253Z,The country was founded on enslaving people. It’s as ingrained as apple pie.,3,80
at://did:plc:nrh7ngbqmdfdxowtxn6dazec/app.bsky.feed.post/3mpwtbvitck2o,2026-07-06T00:25:28.523Z,also fuckin' FOUNDATION apple tv is killing it,2,46
at://did:plc:37jyxr67bqu6ilqaufa3r2hw/app.bsky.feed.post/3mpwsz7jez22z,2026-07-06T00:20:37.037Z,It’s extremely telling that the major media outlets are almost completely silent on whatever is going on with Mitch McConnell. A simple search for his name on Apple News yields almost exclusively smaller regional publications covering it.,52,397
at://did:plc:pecwd7nsl5p7zqjtbsrcv2f3/app.bsky.feed.post/3mpxwd7pdbs2s,2026-07-06T10:52:33.739Z,Monday morning poppies. #bloomscrolling,3,53
at://did:plc:fwvowt6xsdycy5mz3twjd3as/app.bsky.feed.post/3mpxy24p7ds2b,2026-07-06T11:23:16.067Z,"Before there was Apple Inc., before there was Apple Records, and even before there was Adam and Yves, apples grew on trees.",0,29
at://did:plc:otjqtwtgkoijkucppmxiq5fy/app.bsky.feed.post/3mpx3j7iec22a,2026-07-06T02:52:43.806Z,,5,30
at://did:plc:7pqjtsaxjjxq7h2dlvnj4623/app.bsky.feed.post/3mpwt73frik25,2026-07-06T00:23:54.050Z,"Like, you want a streamer that will *commit*? Apple TV. Sugar got a second season. Silo got three. For All Mankind got five and a spin-off! I felt good jumping into Widow's Bay because there was a high chance of more coming.",15,152
at://did:plc:xspp5nikjbo3nechn2h6c7i3/app.bsky.feed.post/3mpxzaaocd22c,2026-07-06T11:44:35.317Z,I got the depressing “we can verify you’re over 18 because of the length of time you’ve had an apple ID” message,1,30
at://did:plc:7lvxwobg2zrzgwpepyzxxjev/app.bsky.feed.post/3mpx5n5xpbs2g,2026-07-06T03:30:43.915Z,i regret to admit that @alexkirshner.com put me on the apple sports app and it is in fact better than ESPN’s in every conceivable way. i feel stupid for not using it sooner,2,71
at://did:plc:2wk32ior7nbrc6jf6vum37kt/app.bsky.feed.post/3mpwuje5mgk2t,2026-07-06T00:47:32.507Z,I want to bite into a certain woman like an apple,0,12
at://did:plc:wl3ksidlkw7cappf57foxbgv/app.bsky.feed.post/3mpwum6ik7227,2026-07-06T00:49:07.234Z,"The next Senator from Minnesota, Peggy Flanagan, and I had a fantastic Fourth of July on parade with incredible DFL leaders. Thank you, Apple Valley, Richfield, and Edina!",7,42
at://did:plc:bfqzv3xauiyuua6esfbhfmto/app.bsky.feed.post/3mpy55bqf5c2m,2026-07-06T12:54:30.733Z,Good morning from the man whose watch told him he was a Good Boy for getting to bed on time.,0,51
at://did:plc:b4eicqrguc4by4jxy5bns54h/app.bsky.feed.post/3mpyayzug3k2w,2026-07-06T14:03:43.226Z,Two glorious bursts of sunshine. 🧡☀️ #MacroMonday #dailyflowers 🌱 #flowerreport #bloomscrolling,7,20
at://did:plc:vtje3diwvqqlamlnqxqy7wi4/app.bsky.feed.post/3mpyafeuigj2i,2026-07-06T13:52:43.318Z,#1song2Versions 2️⃣✖️ #MusicChallenge 🎶 @suoradellanotte.bsky.social 🗣 Fiona Apple 🔊 Criminal 🗣 Céu 🔊 Criminal,1,10
at://did:plc:q652yqsddcc6pln5utf4tmk7/app.bsky.feed.post/3mpycuom4uk27,2026-07-06T14:37:04.690Z,Tim Apple 🤡,0,7
at://did:plc:yii2qvta6gfduozqz5laacze/app.bsky.feed.post/3mpx2cdx6hc2n,2026-07-06T02:30:59.858Z,My 4 year old planted some seeds from an apple he was eating all on his own. Two of them actually sprouted.,0,10
