date,close,high,low,open,volume,RSI,daily_return,SMA_10,SMA_50,volatilidad_10d,target_direction,VIX,fecha,volumen_noticias,sentimiento_promedio,puntuacion_positiva,puntuacion_negativa,polaridad_promedio,volatilidad_sentimiento,uso_primera_persona,day_of_week,month,quarter,year,day_of_month,week_of_year,month_sin,month_cos,day_sin,day_cos,sentiment_volume_interaction,vix_rsi_interaction
2021-03-30,116.6745834350586,117.16113298447571,115.66255948137214,116.87893335491496,85671900,49.8224098506307,-0.0122743845062263,118.17217178344728,124.75779479980469,0.0165216731038098,1,19.61000061035156,2021-03-30,340.0,-0.35,2.557,2.906,5.463,3.443,20.625,1,3,1,2021,30,13,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,-29985164.999999996,9.770174875800535
2021-03-31,118.86404418945312,120.19718506636264,117.89094519064328,118.3774946900482,118323800,50.41685301261192,0.0187655330744178,117.91819229125976,124.65096267700196,0.0180428957917826,1,19.39999961853028,2021-03-31,318.0,-0.031,2.433,2.465,4.898,2.653,20.892,2,3,1,2021,31,13,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,-3668037.8,9.780869292121684
2021-04-01,119.69117736816406,120.83943448866228,119.1948947978738,120.33342627373456,75089100,54.33733092957403,0.0069586491386124,118.15854873657229,124.47905471801758,0.0142298116381998,1,17.329999923706055,2021-04-01,724.0,-3.822,2.274,6.095,8.369,4.09,20.324,3,4,2,2021,1,13,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,-286990540.2,9.416659408639084
2021-04-05,122.51317596435548,122.76618380455446,119.75930377924526,120.53778601486208,88651200,54.216350746992006,0.023577331748614,118.7336524963379,124.26953186035156,0.0154935315077361,1,17.90999984741211,2021-04-05,205.0,-0.279,2.446,2.725,5.171,2.155,21.956,0,4,2,2021,5,14,0.8660254037844387,-0.4999999999999998,0.0,1.0,-24733684.8,9.710148336058683
2021-04-06,122.81482696533205,123.7100762858856,122.26989388745704,123.09702657327624,80171300,51.49671701012312,0.0024621923201495,119.0080665588379,124.0232893371582,0.0131301540726582,1,18.1200008392334,2021-04-06,155.0,0.392,2.963,2.571,5.534,2.351,20.943,1,4,2,2021,6,14,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,31427149.6,9.331205554411957
2021-04-07,124.45935821533205,124.4788169278638,121.77360301243874,122.44504366920104,83466700,57.05298194017631,0.0133903315310961,119.529647064209,123.7351205444336,0.013112491586688,1,17.15999984741211,2021-04-07,259.0,-0.211,3.076,3.287,6.363,3.46,22.946,2,4,2,2021,7,14,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,-17611473.7,9.790291613878313
2021-04-08,126.85321807861328,126.88240986807646,125.06271903272916,125.48114458057891,88844600,73.9873904740185,0.0192340688366681,120.52902297973633,123.49016464233398,0.0106515787017308,1,16.950000762939453,2021-04-08,205.0,-0.711,2.385,3.096,5.482,3.476,21.004,3,4,2,2021,8,14,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,-63168510.599999994,12.540863249825128
2021-04-09,129.42218017578125,129.46109760648577,125.9871415439433,126.30826602843275,106686700,78.79598023784689,0.0202514538935538,121.73664016723632,123.31796493530274,0.0111617398422917,0,16.690000534057617,2021-04-09,214.0,-0.344,1.965,2.31,4.275,2.06,19.996,4,4,2,2021,9,14,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,-36700224.8,13.151049522512581
2021-04-12,127.70954132080078,129.27623158953074,127.1159502289636,128.95510707935833,91420000,68.7351754397126,-0.013232962484903,122.7126594543457,123.20809387207032,0.0133331578747904,1,16.90999984741211,2021-04-12,259.0,0.436,2.729,2.293,5.022,2.493,21.278,0,4,2,2021,12,15,0.8660254037844387,-0.4999999999999998,0.0,1.0,39859120.0,11.623118061973848
2021-04-13,130.81370544433594,131.03752892907758,128.380957683949,128.87724772998885,91266500,75.52604054278328,0.0243064385905014,123.98158111572266,123.2599966430664,0.0140178935353594,0,16.649999618530273,2021-04-13,238.0,0.403,2.713,2.31,5.023,2.762,20.934,1,4,2,2021,13,15,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,36780399.5,12.575085462264434
2021-04-14,128.47825622558594,131.36836136344672,128.11821435701262,131.3099778007929,87222800,75.68849912201244,-0.0178532456581453,125.1619483947754,123.22282653808594,0.0150882276570368,1,16.989999771118164,2021-04-14,251.0,0.461,2.678,2.218,4.896,2.583,21.644,2,4,2,2021,14,15,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,40209710.800000004,12.859475827592687
2021-04-15,130.88180541992188,131.36835488244947,130.04493975044198,130.22010527807376,89347100,77.58828523712226,0.0187078285847506,126.36372451782226,123.21720886230467,0.0150844224289801,0,16.56999969482422,2021-04-15,309.0,0.355,2.907,2.552,5.459,2.919,20.939,3,4,2,2021,15,15,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,31718220.5,12.856378627010503
2021-04-16,130.55093383789062,131.04720886250462,129.69460217348174,130.6871670710185,84922400,75.97267303977051,-0.0025280181685275,127.44970016479492,123.22537994384766,0.0155720182229584,1,16.25,2021-04-16,242.0,-2.071,2.683,4.755,7.438,4.328,21.087,4,4,2,2021,16,15,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,-175874290.4,12.345559368962709
2021-04-19,131.2126922607422,131.82574950678435,129.75304346412022,129.91846854593953,94264200,76.44515999542469,0.0050689673631387,128.31965179443358,123.17974212646484,0.014700160460976,0,17.290000915527344,2021-04-19,163.0,0.101,2.838,2.737,5.575,2.648,21.618,0,4,2,2021,19,16,0.8660254037844387,-0.4999999999999998,0.0,1.0,9520684.200000001,13.217368863085271
