date,close,high,low,open,volume,RSI,daily_return,SMA_10,SMA_50,volatilidad_10d,target_direction,VIX,fecha,volumen_noticias,sentimiento_promedio,puntuacion_positiva,puntuacion_negativa,polaridad_promedio,volatilidad_sentimiento,uso_primera_persona,day_of_week,month,quarter,year,day_of_month,week_of_year,month_sin,month_cos,day_sin,day_cos,sentiment_volume_interaction,vix_rsi_interaction,Returns,Buy_Hold_Equity,predicted_signal,Strategy_Returns,Strategy_Equity,Position,Buy_Signal,Sell_Signal
2025-05-29,199.159896850586,203.00464471322184,197.72558456215265,202.775557811137,51396800,53.48733927473789,-0.002344983368267,202.9598190307617,204.676662902832,0.0149057214169302,1,19.18000030517578,2025-05-29,394.0,1.02,3.056,2.036,5.091,2.199,20.501,3,5,2,2025,29,22,0.4999999999999999,-0.8660254037844387,0.4338837391175582,-0.900968867902419,52424736.0,10.258871836125133,-0.0023449833682670507,82194.92944960043,0,-0.0,109598.36125415636,0.0,False,False
2025-05-30,200.05633544921875,201.1619498266407,196.002410999174,198.5821728136608,70819900,53.3213113435047,0.0045010999343169,201.9040069580078,204.39561584472656,0.0152645712742105,1,18.56999969482422,2025-05-30,190.0,0.449,2.989,2.54,5.529,3.037,22.147,4,5,2,2025,30,22,0.4999999999999999,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,31798135.1,9.901767353765097,0.00450109993431691,82564.89704114721,1,0.0,109598.36125415636,1.0,True,False
2025-06-02,200.9029693603516,201.3312780971428,199.32921098525784,199.488582384924,35423300,33.271912993615885,0.0042319775038954,200.95178375244143,204.1541809082032,0.0155030196469919,1,18.36000061035156,2025-06-02,133.0,0.138,3.169,3.032,6.201,3.339,21.991,0,6,2,2025,2,23,1.2246467991473532e-16,-1.0,0.0,1.0,4888415.4,6.108723428703517,0.004231977503895479,82914.30982803678,1,0.004231977503895479,110062.17905344778,0.0,False,False
2025-06-03,202.46676635742188,202.9647905668523,200.1658969416121,200.55435521702816,46381600,31.842056158731666,0.0077838421306026,200.40296020507816,203.86106079101563,0.0157194808572612,0,17.690000534057617,2025-06-03,176.0,-0.03,2.913,2.943,5.857,3.159,21.363,1,6,2,2025,3,23,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,-1391448.0,5.632859904534558,0.007783842130602681,83559.70172610611,0,0.007783842130602681,110918.88567974995,-1.0,False,True
2025-06-04,202.01856994628903,205.4250540916368,201.30141378953223,202.10821066626008,43604000,32.0226622594726,-0.0022136789123288,200.0005569458008,203.5100357055664,0.0155460382654277,0,17.610000610351562,2025-06-04,248.0,-0.515,2.822,3.338,6.16,3.007,22.204,2,6,2,2025,4,23,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.2225209339563143,-22456060.0,5.639191019343944,-0.0022136789123288203,83374.72737647453,0,-0.0,110918.88567974995,0.0,False,False
2025-06-05,199.83721923828125,203.9409342732031,199.3591050062268,202.69587362440456,55126100,30.51148262912608,-0.0107977732373204,199.85513610839843,203.05530059814453,0.0141050942615341,1,18.479999542236328,2025-06-05,183.0,-0.6,2.555,3.155,5.71,3.037,21.303,3,6,2,2025,5,23,1.2246467991473532e-16,-1.0,0.4338837391175582,-0.900968867902419,-33075660.0,5.638521850192015,-0.010797773237320452,82474.46597653994,1,-0.0,110918.88567974995,1.0,True,False
2025-06-06,203.1141967773437,204.8871617909174,201.2515910514923,202.19783403313104,46607700,38.107525557945976,0.0163982342806474,200.11012420654296,202.7102716064453,0.0150251794286825,0,16.770000457763672,2025-06-06,173.0,-0.041,3.055,3.097,6.152,3.584,22.386,4,6,2,2025,6,23,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,-1910915.7,6.390632210509948,0.01639823428064746,83826.90159179454,1,0.01639823428064746,112737.75955327482,0.0,False,False
2025-06-09,200.65396118164065,205.1859847584805,199.2296191652445,203.5823461143216,72862600,38.11988247030843,-0.0121125732949134,200.7256805419922,202.2698815917969,0.0114571017774836,1,17.15999984741211,2025-06-09,306.0,1.115,3.337,2.222,5.559,3.106,20.97,0,6,2,2025,9,24,1.2246467991473532e-16,-1.0,0.0,1.0,81241799.0,6.541371773738603,-0.012112573294913442,82811.54210217843,0,-0.012112573294913442,111372.21517758147,-1.0,False,True
2025-06-10,201.869140625,203.5425099498084,199.77744796710627,199.8073282051838,54672600,43.05135521844458,0.0060560949617103,200.9707077026368,201.97216979980467,0.0085854455890466,0,16.950000762939453,2025-06-10,363.0,0.435,3.046,2.611,5.656,3.265,21.324,1,6,2,2025,10,24,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,23782581.0,7.29720503798213,0.006056094961710334,83313.0566650749,1,0.0,111372.21517758147,1.0,True,False
2025-06-11,197.9945068359375,203.69190510411792,197.62597377824,202.6958566684009,60989900,44.34572300226464,-0.0191937894869239,200.80735626220704,201.5128100585937,0.0107524019424239,1,17.260000228881836,2025-06-11,262.0,-0.747,2.777,3.524,6.302,3.623,21.238,2,6,2,2025,11,24,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.2225209339563143,-45559455.3,7.654071891690182,-0.019193789486923962,81713.96339393327,1,-0.019193789486923962,109234.56032477057,0.0,False,False
2025-06-12,198.4128570556641,198.890956077424,196.58013147350607,198.29333609984755,43904600,46.27071501722374,0.0021129385173965,200.73265228271484,201.0407287597656,0.0107722031614806,0,18.020000457763672,2025-06-12,141.0,-0.199,3.002,3.201,6.202,3.915,21.306,3,6,2,2025,12,24,1.2246467991473532e-16,-1.0,0.4338837391175582,-0.900968867902419,-8737015.4,8.337983057914242,0.0021129385173965787,81886.61997459746,1,0.0021129385173965787,109465.36623471166,0.0,False,False
2025-06-13,195.67372131347656,199.57822954037988,194.9266849517312,198.94075911963023,51447300,52.30286918377989,-0.0138052331025053,200.2943908691406,200.4999383544922,0.0113985206314826,1,20.81999969482422,2025-06-13,179.0,0.072,2.965,2.894,5.859,3.554,21.425,4,6,2,2025,13,24,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,3704205.6,10.889457204447282,-0.013805233102505365,80756.15609787186,1,-0.013805233102505365,107954.17133719035,0.0,False,False
2025-07-02,211.6005401611328,212.49697770796604,207.31752868499885,208.08449026524104,67941800,74.1854988719391,0.022230784557691,202.04344940185547,202.56396697998048,0.0105407343128735,1,16.639999389648438,2025-07-02,222.0,-0.441,2.783,3.223,6.006,2.946,21.095,2,7,3,2025,2,27,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.2225209339563143,-29962333.8,12.344466559498317,0.08139477667591799,87329.28538866373,0,0.08139477667591799,116741.07700441474,-1.0,False,True
