fecha,volumen_noticias,sentimiento_promedio,puntuacion_positiva,puntuacion_negativa,polaridad_promedio,volatilidad_sentimiento,uso_primera_persona
2023-04-08,115,-1.146,1.841,2.987,4.829,2.89,23.738
2023-04-09,146,-0.079,2.278,2.357,4.635,3.134,20.836
2023-04-10,303,-0.84,2.16,3.0,5.161,3.355,22.246
2023-04-11,381,-0.071,2.366,2.436,4.802,2.95,21.067
2023-04-12,250,0.313,2.819,2.506,5.326,2.876,22.435
2023-04-13,324,-0.215,2.12,2.335,4.454,2.524,21.277
2023-04-14,202,0.524,2.861,2.337,5.197,2.865,22.428
2023-04-15,204,-2.196,2.184,4.38,6.564,2.919,23.998
2023-04-16,84,-0.388,2.426,2.814,5.24,3.129,19.92
2023-04-17,328,0.237,2.636,2.398,5.034,3.136,22.198
2023-04-18,473,0.384,2.769,2.385,5.154,2.849,22.545
2023-04-19,360,0.427,2.905,2.479,5.384,3.084,22.339
2023-04-20,337,0.095,2.659,2.563,5.222,2.818,22.072
2023-04-21,317,0.812,3.128,2.316,5.444,2.742,22.767
2023-04-22,94,0.398,2.988,2.59,5.578,3.054,22.252
2023-04-23,63,-0.49,2.572,3.063,5.635,3.179,22.819
2023-04-24,358,-0.291,2.624,2.914,5.538,3.015,22.339
2023-04-25,341,-0.068,2.924,2.992,5.916,3.048,22.111
2023-04-26,282,0.352,2.872,2.52,5.392,3.172,22.692
2023-04-27,306,0.046,2.96,2.914,5.873,2.953,22.068
2023-04-28,317,-0.482,2.613,3.095,5.708,3.264,21.313
2023-04-29,119,-2.212,2.321,4.533,6.854,4.545,21.355
2023-04-30,82,-0.659,2.831,3.49,6.321,4.061,20.899
2023-05-01,241,0.218,2.967,2.749,5.716,3.621,22.038
2023-05-02,269,-0.119,2.709,2.828,5.537,3.109,22.098
2023-05-03,366,3.017,4.755,1.738,6.493,4.423,24.188
2023-05-04,637,0.301,3.162,2.861,6.022,2.513,22.89
2023-05-05,588,-0.915,2.778,3.692,6.47,3.79,21.19
2023-05-06,244,0.227,2.57,2.343,4.913,2.492,21.094
2023-05-07,104,-0.762,2.245,3.007,5.253,2.957,21.871
2023-05-08,243,0.553,3.152,2.599,5.75,3.25,22.122
2023-05-09,288,0.76,2.972,2.211,5.183,3.113,22.377
2023-05-10,288,0.284,2.979,2.695,5.675,2.788,22.306
2023-05-11,331,0.22,2.785,2.565,5.35,2.83,21.66
2023-05-12,249,0.05,2.749,2.699,5.448,3.327,21.567
2023-05-13,157,1.119,3.066,1.947,5.012,2.971,21.587
2023-05-14,68,0.806,3.072,2.267,5.339,3.382,22.841
2023-05-15,197,0.006,2.521,2.515,5.036,2.894,21.993
2023-05-16,258,-0.953,2.392,3.345,5.737,3.241,21.485
2023-05-17,364,-0.424,2.763,3.187,5.95,3.339,21.84
2023-05-18,509,-1.22,2.495,3.714,6.209,3.338,21.469
2023-05-19,438,-0.799,2.501,3.3,5.801,3.351,21.221
2023-05-20,107,0.515,3.264,2.749,6.013,3.91,21.797
2023-05-21,82,-0.361,2.621,2.982,5.604,2.822,22.324
2023-05-22,239,-0.063,2.676,2.739,5.415,3.179,21.695
2023-05-23,240,-0.239,2.566,2.805,5.371,3.219,22.059
2023-05-24,213,0.375,2.732,2.357,5.089,3.225,21.843
2023-05-25,253,0.549,2.886,2.336,5.222,3.237,22.084
2023-05-26,215,-0.137,3.077,3.213,6.29,3.718,22.21
2023-05-27,95,-0.453,2.387,2.84,5.228,3.344,22.025
2023-05-28,72,-0.042,2.59,2.632,5.222,3.213,22.049
2023-05-29,165,-1.665,2.627,4.292,6.919,4.538,21.846
2023-05-30,264,0.514,2.793,2.279,5.072,3.058,21.556
2023-05-31,371,0.708,3.198,2.49,5.688,3.41,21.128
2023-06-01,408,0.538,2.773,2.235,5.008,2.469,21.501
2023-06-02,318,0.54,2.765,2.225,4.99,2.657,21.2
2023-06-03,153,0.5,2.998,2.498,5.496,2.678,20.72
2023-06-04,98,0.725,2.841,2.115,4.956,2.849,21.941
2023-06-05,589,0.617,2.567,1.949,4.516,2.51,21.24
2023-06-06,637,1.053,2.749,1.697,4.446,2.226,21.263
2023-06-07,376,0.672,2.731,2.059,4.79,2.51,22.261
2023-06-08,455,0.405,2.955,2.55,5.505,2.529,21.353
2023-06-09,251,0.089,2.501,2.412,4.913,2.677,21.567
2023-06-10,121,0.264,2.846,2.583,5.429,2.992,21.61
2023-06-11,87,0.534,2.509,1.975,4.483,2.761,22.083
2023-06-12,178,0.865,2.944,2.079,5.023,3.315,22.489
2023-06-13,203,0.24,2.514,2.274,4.787,2.488,22.322
2023-06-14,256,0.599,2.814,2.215,5.029,2.986,20.981
2023-06-15,235,0.744,3.244,2.5,5.745,2.652,21.536
2023-06-16,207,0.075,2.943,2.868,5.81,3.687,21.943
2023-06-17,58,0.369,2.671,2.303,4.974,2.866,21.921
2023-06-18,141,1.282,3.126,1.844,4.97,3.096,20.921
2023-06-19,191,0.319,2.682,2.363,5.045,3.412,21.407
2023-06-20,289,0.435,2.83,2.395,5.225,3.044,21.734
2023-06-21,271,0.536,2.752,2.217,4.969,3.026,23.005
2023-06-22,256,0.752,2.86,2.109,4.969,2.99,21.599
2023-06-23,273,0.47,2.837,2.367,5.204,3.182,21.7
2023-06-24,85,0.291,2.574,2.283,4.857,3.038,23.039
2023-06-25,52,-0.173,2.933,3.106,6.038,4.412,23.358
2023-06-26,203,0.269,2.525,2.257,4.782,2.908,22.005
2023-06-27,203,-0.377,2.616,2.993,5.609,3.389,22.022
2023-06-28,350,0.504,3.271,2.767,6.039,3.345,23.767
2023-06-29,301,-0.424,2.602,3.026,5.627,2.885,21.589
2023-06-30,357,0.195,2.852,2.657,5.51,3.31,21.539
2023-07-01,130,-0.073,2.743,2.816,5.559,3.211,21.047
2023-07-02,59,0.102,2.602,2.5,5.102,2.973,22.099
2023-07-03,345,0.714,2.767,2.053,4.82,2.589,21.894
2023-07-04,906,-0.751,1.825,2.575,4.4,1.795,24.191
2023-07-05,353,-0.06,2.39,2.45,4.84,2.846,22.843
2023-07-06,757,-0.221,2.228,2.449,4.677,1.813,23.36
2023-07-07,327,0.31,2.624,2.314,4.938,2.794,22.591
2023-07-08,87,-0.311,2.586,2.897,5.483,3.174,21.383
2023-07-09,61,-0.442,2.421,2.863,5.285,3.339,22.7
2023-07-10,225,0.521,2.352,1.831,4.183,2.448,21.784
2023-07-11,274,1.136,3.226,2.09,5.317,3.113,21.399
2023-07-12,208,0.974,3.039,2.065,5.104,2.961,21.876
2023-07-13,228,0.946,2.954,2.008,4.962,2.659,21.716
2023-07-14,167,0.701,3.231,2.529,5.76,4.039,22.315
2023-07-15,65,0.458,3.017,2.559,5.577,3.358,21.537
2023-07-16,77,-0.625,2.548,3.173,5.722,3.22,21.866
2023-07-17,190,1.36,3.055,1.694,4.749,2.571,21.446
2023-07-18,332,0.915,2.812,1.898,4.71,2.476,21.199
2023-07-19,223,0.598,3.108,2.51,5.618,3.494,21.551
2023-07-20,223,0.33,2.883,2.553,5.436,3.192,21.726
2023-07-21,170,-0.392,2.574,2.966,5.54,3.227,22.161
2023-07-22,53,0.456,2.798,2.342,5.14,2.645,22.818
2023-07-23,64,-0.513,2.445,2.959,5.404,3.915,22.159
2023-07-24,165,0.099,2.507,2.408,4.916,2.655,22.385
2023-07-25,227,0.602,3.085,2.483,5.569,3.832,22.505
2023-07-26,190,0.31,2.892,2.582,5.474,3.245,22.187
2023-07-27,175,0.467,3.104,2.637,5.742,3.182,23.376
2023-07-28,179,0.022,2.824,2.803,5.627,3.147,22.671
2023-07-29,66,-0.185,2.801,2.987,5.788,3.787,22.879
2023-07-30,111,1.111,2.873,1.763,4.636,2.783,22.322
2023-07-31,243,0.45,2.778,2.327,5.105,2.4,22.47
2023-08-01,294,0.626,2.344,1.718,4.062,2.722,22.041
2023-08-02,255,0.07,2.694,2.624,5.318,3.153,22.209
2023-08-03,266,-0.34,2.342,2.683,5.025,2.845,21.858
2023-08-04,320,0.192,2.64,2.449,5.089,3.295,21.439
2023-08-05,118,-0.071,2.501,2.572,5.073,2.939,21.844
2023-08-06,64,0.109,2.844,2.735,5.579,2.883,20.989
2023-08-07,135,-0.087,2.718,2.805,5.524,3.48,21.782
2023-08-08,197,0.124,2.676,2.552,5.229,3.316,21.875
2023-08-09,260,0.432,2.75,2.318,5.068,3.048,21.966
2023-08-10,319,-0.408,2.369,2.777,5.146,2.483,22.686
2023-08-11,262,-1.113,2.205,3.318,5.523,3.51,23.393
2023-08-12,180,-4.063,1.188,5.251,6.44,3.473,24.124
2023-08-13,375,-1.193,2.735,3.929,6.664,3.616,21.533
2023-08-14,366,-3.766,1.919,5.685,7.604,4.078,20.046
2023-08-15,197,-0.028,2.59,2.617,5.207,3.066,21.484
2023-08-16,211,-0.278,2.744,3.022,5.766,3.459,22.54
2023-08-17,231,-0.361,2.804,3.165,5.969,3.3,22.107
2023-08-18,194,-0.303,2.729,3.032,5.762,3.704,22.93
2023-08-19,313,-5.509,1.486,6.995,8.481,3.653,27.492
2023-08-20,69,-1.908,2.555,4.463,7.018,4.273,23.848
2023-08-21,164,-0.461,2.621,3.083,5.704,3.562,22.935
2023-08-22,318,-1.143,2.031,3.173,5.204,2.594,22.615
2023-08-23,183,0.055,2.754,2.699,5.453,3.091,21.998
2023-08-24,252,0.442,3.009,2.567,5.576,3.51,22.572
2023-08-25,183,-0.07,2.529,2.599,5.129,2.732,22.11
2023-08-26,92,-0.625,2.588,3.213,5.801,3.245,22.638
2023-08-27,58,0.541,2.943,2.402,5.345,3.074,22.38
2023-08-28,323,-0.452,2.347,2.799,5.146,2.876,23.762
2023-08-29,261,1.022,3.202,2.18,5.382,3.254,21.964
2023-08-30,213,0.337,2.705,2.367,5.072,2.688,22.477
2023-08-31,254,0.455,2.98,2.525,5.505,3.005,23.187
2023-09-01,213,0.274,2.851,2.577,5.427,3.455,22.792
2023-09-02,127,0.047,2.319,2.272,4.591,3.184,23.321
2023-09-03,152,-0.337,1.569,1.906,3.474,2.007,24.36
2023-09-04,289,0.577,2.381,1.804,4.185,2.495,24.693
2023-09-05,310,0.366,2.315,1.949,4.263,2.383,24.206
2023-09-06,501,0.873,3.063,2.19,5.253,2.803,22.11
2023-09-07,282,-0.808,2.185,2.993,5.179,3.151,21.81
2023-09-08,391,-0.319,2.346,2.665,5.011,2.853,21.951
2023-09-09,114,0.502,2.974,2.473,5.447,2.712,21.984
2023-09-10,89,-0.2,2.5,2.7,5.2,2.743,21.661
2023-09-11,259,0.451,2.805,2.354,5.159,2.679,21.204
2023-09-12,478,0.063,2.781,2.718,5.499,2.922,21.896
2023-09-13,400,0.441,2.782,2.341,5.123,2.72,20.79
2023-09-14,314,0.603,2.85,2.246,5.096,3.038,21.773
2023-09-15,270,0.922,2.706,1.784,4.49,2.352,21.264
2023-09-16,218,1.308,2.764,1.456,4.22,2.593,21.277
2023-09-17,110,1.093,2.893,1.8,4.694,2.497,22.531
2023-09-18,353,2.009,3.451,1.442,4.894,2.889,21.796
2023-09-19,314,1.013,2.86,1.848,4.708,2.891,22.625
2023-09-20,286,0.624,2.935,2.311,5.246,2.794,22.161
2023-09-21,281,-0.107,2.729,2.836,5.565,3.25,21.673
2023-09-22,413,1.365,3.205,1.84,5.044,2.573,20.773
2023-09-23,251,2.183,3.484,1.301,4.785,2.656,19.197
2023-09-24,211,1.107,3.229,2.122,5.351,2.538,18.589
2023-09-25,325,0.32,2.472,2.152,4.624,2.926,19.918
2023-09-26,264,-0.207,2.814,3.021,5.835,3.724,21.85
2023-09-27,323,0.287,2.929,2.642,5.571,3.946,21.955
2023-09-28,296,0.17,2.816,2.646,5.461,3.357,20.795
2023-09-29,201,0.234,2.807,2.573,5.38,3.091,22.375
2023-09-30,89,-0.121,2.413,2.534,4.947,2.686,22.328
2023-10-01,82,0.452,2.69,2.238,4.928,3.523,21.052
2023-10-02,247,0.214,3.061,2.847,5.908,3.099,20.787
2023-10-03,222,0.668,3.045,2.378,5.423,3.05,21.878
2023-10-04,260,0.371,2.666,2.295,4.962,3.26,21.2
2023-10-05,284,0.958,3.125,2.166,5.291,3.369,21.079
2023-10-06,214,0.133,2.8,2.667,5.466,2.859,21.374
2023-10-07,68,-0.07,2.619,2.688,5.307,2.845,21.594
2023-10-08,59,-0.798,2.147,2.945,5.092,2.788,21.308
2023-10-09,126,0.339,2.958,2.619,5.577,3.657,21.535
2023-10-10,205,-0.276,2.539,2.815,5.354,3.331,22.692
2023-10-11,193,0.62,3.234,2.614,5.848,3.398,21.589
2023-10-12,142,0.27,2.777,2.507,5.284,2.561,21.802
2023-10-13,221,1.04,2.906,1.866,4.771,2.897,21.185
2023-10-14,91,-0.179,2.769,2.948,5.717,3.64,21.386
2023-10-15,71,-0.473,2.705,3.177,5.882,3.536,22.372
2023-10-16,277,-0.077,2.872,2.949,5.821,3.887,21.843
2023-10-17,310,0.236,2.784,2.548,5.332,3.363,22.66
2023-10-18,206,0.135,2.896,2.761,5.657,3.522,22.51
2023-10-19,211,0.256,2.894,2.638,5.532,3.507,22.16
2023-10-20,220,-0.191,2.729,2.92,5.649,3.676,22.465
2023-10-21,83,0.578,3.012,2.434,5.446,3.21,21.955
2023-10-22,81,0.043,2.957,2.914,5.87,4.398,21.374
2023-10-23,130,-0.318,2.672,2.99,5.662,3.411,21.618
2023-10-24,239,-0.407,2.786,3.193,5.98,3.579,22.194
2023-10-25,295,0.838,2.589,1.751,4.34,2.559,20.418
2023-10-26,315,0.026,2.803,2.776,5.579,3.094,22.018
2023-10-27,471,-0.625,2.61,3.235,5.845,3.442,21.67
2023-10-28,146,1.247,3.059,1.812,4.872,2.507,20.748
2023-10-29,85,0.706,2.52,1.814,4.334,2.701,21.591
2023-10-30,243,0.113,2.804,2.691,5.495,3.208,21.295
2023-10-31,333,0.572,3.293,2.72,6.013,3.563,21.231
2023-11-01,339,-0.125,2.769,2.894,5.662,3.305,21.444
2023-11-02,257,0.432,3.028,2.597,5.625,3.017,21.201
2023-11-03,310,0.838,2.93,2.092,5.022,2.779,20.74
2023-11-04,129,0.839,2.802,1.963,4.765,2.406,21.181
2023-11-05,68,0.265,2.941,2.676,5.616,3.536,21.591
2023-11-06,214,0.542,3.029,2.487,5.516,2.969,21.621
2023-11-07,220,0.745,3.13,2.385,5.515,2.925,21.983
2023-11-08,239,1.216,3.247,2.031,5.277,2.977,21.062
2023-11-09,353,1.069,3.511,2.442,5.953,2.924,21.624
2023-11-10,378,1.767,4.195,2.428,6.624,3.484,21.606
2023-11-11,193,4.409,7.216,2.807,10.023,3.871,24.367
2023-11-12,67,1.125,2.915,1.79,4.705,2.536,21.502
2023-11-13,180,0.465,2.955,2.49,5.445,3.443,22.095
2023-11-14,269,0.946,2.929,1.984,4.913,3.291,21.047
2023-11-15,223,0.274,3.032,2.757,5.789,3.529,21.777
2023-11-16,209,0.287,2.81,2.523,5.334,3.345,21.163
2023-11-17,277,0.025,2.473,2.448,4.921,2.89,20.429
2023-11-18,119,-1.077,2.205,3.282,5.487,3.421,21.717
2023-11-19,72,0.232,2.736,2.503,5.239,3.563,21.713
2023-11-20,145,-0.266,2.996,3.262,6.259,3.523,22.065
2023-11-21,220,0.139,2.759,2.62,5.379,3.15,22.271
2023-11-22,206,1.156,3.33,2.175,5.505,3.288,21.655
2023-11-23,129,0.911,2.991,2.08,5.071,2.798,21.469
2023-11-24,118,1.426,3.607,2.181,5.789,3.295,21.689
2023-11-25,64,1.077,3.51,2.433,5.942,3.935,21.169
2023-11-26,46,0.086,2.657,2.571,5.228,3.25,22.434
2023-11-27,200,0.097,2.362,2.265,4.626,3.635,20.851
2023-11-28,195,0.434,3.243,2.809,6.052,3.991,22.236
2023-11-29,327,2.183,4.776,2.594,7.37,3.388,23.097
2023-11-30,235,1.135,3.606,2.471,6.078,3.736,21.324
2023-12-01,263,1.713,3.897,2.184,6.081,4.039,20.826
2023-12-02,76,1.07,3.079,2.009,5.088,2.726,22.052
2023-12-03,71,-0.443,3.039,3.482,6.521,4.293,22.507
2023-12-04,169,0.886,3.32,2.434,5.754,3.124,22.174
2023-12-05,231,0.563,2.901,2.338,5.24,3.014,21.705
2023-12-06,188,0.413,3.0,2.588,5.588,3.265,21.919
2023-12-07,183,0.188,2.519,2.332,4.851,3.336,21.904
2023-12-08,206,0.144,2.47,2.326,4.797,2.959,21.971
2023-12-09,85,0.363,2.788,2.425,5.213,3.045,22.573
2023-12-10,88,0.352,3.006,2.654,5.66,3.555,23.396
2023-12-11,257,1.162,3.302,2.14,5.442,2.751,22.936
2023-12-12,278,-0.934,2.535,3.47,6.005,3.416,21.821
2023-12-13,333,-0.0,2.721,2.721,5.442,3.218,21.715
2023-12-14,292,0.281,2.732,2.451,5.183,2.982,21.984
2023-12-15,268,-0.606,2.551,3.158,5.709,3.761,21.052
2023-12-16,130,-0.918,2.519,3.438,5.957,3.167,21.669
2023-12-17,115,-3.602,2.175,5.776,7.951,4.002,20.671
2023-12-18,900,-3.412,2.41,5.822,8.232,2.791,20.392
2023-12-19,488,-1.82,2.478,4.298,6.777,3.377,21.534
2023-12-20,232,0.175,3.195,3.019,6.214,3.361,22.15
2023-12-21,262,-1.463,2.477,3.941,6.418,3.391,22.59
2023-12-22,331,-3.045,2.616,5.661,8.277,4.647,21.321
2023-12-23,101,-0.864,2.601,3.465,6.066,3.689,21.984
2023-12-24,65,-0.322,2.394,2.716,5.11,3.132,21.64
2023-12-25,71,-0.022,2.315,2.337,4.653,2.667,21.724
2023-12-26,181,-0.496,2.702,3.198,5.901,2.298,21.576
2023-12-27,286,-0.66,2.991,3.652,6.643,2.537,22.07
2023-12-28,245,-0.6,2.542,3.142,5.684,2.532,23.032
2023-12-29,144,0.362,3.039,2.677,5.716,2.8,21.106
2023-12-30,140,0.67,3.262,2.592,5.855,2.292,22.141
2023-12-31,67,-0.106,2.542,2.648,5.19,3.296,22.527
2024-01-01,67,-1.051,2.411,3.463,5.874,4.452,22.652
2024-01-02,408,-4.846,2.122,6.968,9.09,4.449,18.46
2024-01-03,365,-2.178,2.316,4.494,6.81,3.628,20.285
2024-01-04,265,-0.551,2.717,3.268,5.984,4.002,21.076
2024-01-05,259,-0.477,2.634,3.111,5.745,3.621,21.115
2024-01-06,95,-1.352,2.267,3.619,5.887,3.435,22.848
2024-01-07,59,-1.426,2.318,3.744,6.062,4.042,21.769
2024-01-08,347,1.394,2.597,1.203,3.8,2.401,22.338
2024-01-09,225,0.211,2.709,2.498,5.208,2.973,22.555
2024-01-10,194,0.02,2.606,2.586,5.192,2.812,21.966
2024-01-11,229,0.084,3.049,2.965,6.014,3.51,21.872
2024-01-12,220,0.075,2.731,2.657,5.388,2.6,22.134
2024-01-13,127,-0.102,3.115,3.217,6.332,3.554,21.483
2024-01-14,65,-0.746,2.627,3.373,6.0,2.936,22.598
2024-01-15,146,0.525,3.003,2.478,5.481,3.443,23.364
2024-01-16,260,-0.021,3.088,3.109,6.198,2.749,22.163
2024-01-17,342,-0.146,2.958,3.104,6.062,3.274,21.881
2024-01-18,972,1.663,2.916,1.252,4.168,2.185,23.174
2024-01-19,276,0.098,2.67,2.572,5.242,3.186,21.873
2024-01-20,127,0.734,2.881,2.147,5.028,3.043,22.794
2024-01-21,168,-0.571,2.046,2.617,4.663,2.326,22.92
2024-01-22,234,-0.199,2.579,2.778,5.357,2.644,21.972
2024-01-23,270,-0.319,2.716,3.035,5.751,3.08,21.718
2024-01-24,275,-0.11,2.735,2.845,5.58,3.083,21.917
2024-01-25,443,-0.641,2.255,2.896,5.152,2.677,22.055
2024-01-26,290,-0.195,2.894,3.089,5.983,2.277,21.69
2024-01-27,129,-0.401,2.868,3.269,6.138,2.376,21.843
2024-01-28,61,-0.179,2.529,2.708,5.238,2.593,22.014
2024-01-29,147,-0.309,2.499,2.807,5.306,3.164,21.502
2024-01-30,257,-1.044,2.475,3.518,5.993,3.739,21.512
2024-01-31,191,-0.125,2.677,2.802,5.478,3.174,21.603
2024-02-01,300,-0.582,2.635,3.218,5.853,3.271,21.768
2024-02-02,367,0.102,2.665,2.564,5.229,2.938,21.026
2024-02-03,97,0.913,2.972,2.059,5.031,2.715,22.463
2024-02-04,61,-0.385,2.611,2.996,5.607,3.528,22.375
2024-02-05,192,1.109,3.351,2.243,5.594,3.121,21.654
2024-02-06,168,0.957,3.188,2.231,5.418,2.911,21.905
2024-02-07,220,0.659,3.218,2.56,5.778,3.172,22.576
2024-02-08,251,0.527,3.059,2.532,5.591,3.199,21.721
2024-02-09,211,-0.577,2.493,3.069,5.562,3.299,21.399
2024-02-10,100,0.458,3.043,2.586,5.629,3.658,22.301
2024-02-11,41,0.901,3.452,2.552,6.004,2.795,23.443
2024-02-12,160,1.292,3.249,1.957,5.205,2.895,22.634
2024-02-13,209,0.475,2.737,2.262,5.0,2.614,21.752
2024-02-14,181,-0.209,2.85,3.059,5.909,3.351,21.913
2024-02-15,225,0.449,2.788,2.339,5.127,3.329,21.646
2024-02-16,206,0.751,3.166,2.415,5.582,3.129,22.243
2024-02-17,242,-2.037,3.038,5.075,8.113,2.414,19.519
2024-02-18,69,-0.995,2.319,3.314,5.633,3.901,21.827
2024-02-19,162,0.03,3.142,3.112,6.254,3.657,21.926
2024-02-20,502,2.253,3.622,1.369,4.99,2.114,20.59
2024-02-21,448,1.18,3.099,1.919,5.018,2.674,21.811
2024-02-22,178,0.999,3.242,2.243,5.485,3.172,21.508
2024-02-23,301,-0.408,2.471,2.878,5.349,2.528,22.376
2024-02-24,104,-0.181,2.703,2.884,5.587,3.154,23.035
2024-02-25,130,1.205,2.485,1.279,3.764,1.529,21.091
2024-02-26,221,0.518,2.834,2.317,5.151,2.793,22.043
2024-02-27,306,0.634,2.846,2.212,5.058,2.744,22.452
2024-02-28,327,0.607,2.96,2.353,5.313,2.794,21.901
2024-02-29,237,0.492,3.014,2.522,5.535,3.389,22.205
2024-03-01,205,0.484,2.881,2.396,5.277,3.049,22.247
2024-03-02,106,0.079,2.736,2.657,5.393,2.894,23.819
2024-03-03,89,0.52,3.186,2.666,5.852,2.97,23.155
2024-03-04,413,-0.925,2.313,3.238,5.551,3.33,21.148
2024-03-05,342,0.214,2.798,2.583,5.381,2.958,21.507
2024-03-06,284,-0.386,2.594,2.98,5.574,2.888,21.753
2024-03-07,378,-0.973,2.52,3.493,6.013,3.302,21.557
2024-03-08,477,-1.87,2.412,4.282,6.694,3.72,21.193
2024-03-09,143,-0.212,2.693,2.905,5.598,2.678,22.495
2024-03-10,56,-0.199,2.721,2.92,5.64,2.961,22.849
2024-03-11,170,-0.211,2.875,3.086,5.962,2.978,22.188
2024-03-12,300,-0.482,2.845,3.328,6.173,3.954,21.898
2024-03-13,250,0.343,2.928,2.585,5.514,2.999,21.292
2024-03-14,323,-0.756,2.361,3.117,5.478,3.348,21.2
2024-03-15,162,-0.343,2.949,3.292,6.241,3.686,21.868
2024-03-16,117,-0.177,2.544,2.721,5.265,3.196,22.544
2024-03-17,79,0.186,2.351,2.165,4.516,2.869,22.23
2024-03-18,246,0.058,2.757,2.699,5.455,3.392,21.461
2024-03-19,405,-3.099,2.653,5.752,8.405,3.753,20.283
2024-03-20,183,-0.574,2.981,3.555,6.535,3.536,21.59
2024-03-21,692,-1.46,3.281,4.741,8.022,2.207,21.941
2024-03-22,357,-0.776,3.17,3.946,7.116,3.307,20.986
2024-03-23,137,-1.716,2.505,4.221,6.727,4.14,21.533
2024-03-24,91,0.215,3.145,2.93,6.075,4.066,22.702
2024-03-25,289,0.017,2.908,2.891,5.799,2.802,21.323
2024-03-26,244,0.718,3.104,2.386,5.489,2.894,21.92
2024-03-27,246,0.541,3.221,2.68,5.901,2.667,20.81
2024-03-28,257,1.022,3.377,2.355,5.732,2.907,21.283
2024-03-29,232,-0.193,2.849,3.042,5.891,3.353,21.823
2024-03-30,241,-2.021,2.169,4.191,6.36,2.85,20.386
2024-03-31,81,0.736,2.893,2.157,5.05,2.913,22.776
2024-04-01,168,0.311,2.34,2.029,4.37,2.62,21.043
2024-04-02,168,0.774,3.116,2.343,5.459,2.689,21.721
2024-04-03,232,-0.419,2.552,2.971,5.523,3.275,22.379
2024-04-04,259,-0.023,2.775,2.798,5.573,3.039,22.077
2024-04-05,201,0.386,2.972,2.586,5.558,3.967,22.274
2024-04-06,121,-0.615,2.948,3.563,6.51,4.404,21.703
2024-04-07,83,-0.376,2.636,3.012,5.647,3.402,23.158
2024-04-08,151,0.214,2.826,2.612,5.438,3.085,22.695
2024-04-09,186,0.469,2.92,2.451,5.371,3.107,21.987
2024-04-10,272,0.213,2.869,2.656,5.526,3.582,21.899
2024-04-11,383,-0.519,2.831,3.35,6.181,3.587,21.676
2024-04-12,523,-3.421,1.522,4.944,6.466,3.565,23.207
2024-04-13,78,-1.417,2.384,3.801,6.185,4.019,21.968
2024-04-14,49,-0.31,2.898,3.207,6.105,3.461,23.946
2024-04-15,181,-0.288,2.372,2.66,5.032,2.965,21.847
2024-04-16,233,0.455,2.881,2.426,5.307,3.298,21.927
2024-04-17,308,-0.102,2.33,2.432,4.763,3.13,20.991
2024-04-18,323,-0.338,2.667,3.005,5.672,3.697,21.117
2024-04-19,229,0.028,2.686,2.657,5.343,3.16,20.867
2024-04-20,112,0.35,3.087,2.738,5.825,3.326,23.237
2024-04-21,69,0.57,2.904,2.334,5.237,2.566,22.539
2024-04-22,179,0.001,2.892,2.891,5.782,3.275,21.53
2024-04-23,182,0.432,3.147,2.715,5.862,3.518,21.982
2024-04-24,188,0.42,2.991,2.571,5.562,3.213,21.595
2024-04-25,168,-0.197,2.688,2.885,5.572,3.713,21.802
2024-04-26,184,0.528,3.171,2.643,5.814,3.443,21.732
2024-04-27,158,-0.837,2.512,3.348,5.86,2.684,20.789
2024-04-28,80,-0.059,2.732,2.791,5.523,2.987,22.194
2024-04-29,231,0.15,2.769,2.619,5.388,2.745,20.896
2024-04-30,252,0.337,2.798,2.461,5.259,2.841,20.849
2024-05-01,192,-0.066,2.828,2.894,5.721,3.453,21.988
2024-05-02,326,-0.226,2.877,3.103,5.98,3.005,22.332
2024-05-03,369,0.068,2.801,2.732,5.533,2.855,21.622
2024-05-04,130,0.248,2.605,2.356,4.961,3.055,22.595
2024-05-05,68,-0.208,2.668,2.876,5.544,3.511,21.687
2024-05-06,160,1.084,3.305,2.222,5.527,3.277,22.473
2024-05-07,382,1.193,3.04,1.847,4.887,2.851,21.91
2024-05-08,326,-1.579,2.339,3.918,6.256,4.007,22.623
2024-05-09,288,0.019,2.867,2.848,5.715,3.357,22.094
2024-05-10,248,0.154,2.847,2.693,5.54,3.231,21.972
2024-05-11,131,0.572,2.797,2.225,5.022,3.128,22.312
2024-05-12,78,0.644,2.953,2.31,5.263,3.47,23.237
2024-05-13,245,0.344,2.869,2.525,5.395,2.686,22.778
2024-05-14,283,-0.72,2.719,3.439,6.158,3.627,21.849
2024-05-15,276,-0.945,2.616,3.56,6.176,3.733,22.067
2024-05-16,374,-0.311,2.248,2.559,4.808,2.218,23.612
2024-05-17,169,0.08,2.903,2.823,5.726,3.851,22.126
2024-05-18,93,0.059,2.507,2.447,4.954,2.631,21.979
2024-05-19,63,-0.261,2.732,2.993,5.724,3.648,22.002
2024-05-20,118,0.536,2.931,2.395,5.326,2.85,22.358
2024-05-21,166,0.217,2.718,2.502,5.22,3.042,22.379
2024-05-22,325,-0.162,2.51,2.673,5.183,2.517,21.896
2024-05-23,232,-1.031,2.436,3.467,5.902,3.62,22.272
2024-05-24,191,0.498,2.853,2.354,5.207,3.969,21.826
2024-05-25,155,0.588,2.166,1.579,3.745,2.78,23.658
2024-05-26,73,1.4,3.33,1.93,5.26,3.173,22.211
2024-05-27,110,0.556,3.043,2.487,5.53,3.28,22.36
