fecha,volumen_noticias,sentimiento_promedio,puntuacion_positiva,puntuacion_negativa,polaridad_promedio,volatilidad_sentimiento,uso_primera_persona
2022-02-16,201,0.731,3.063,2.332,5.394,2.96,21.942
2022-02-17,184,-0.115,2.842,2.957,5.798,3.223,22.246
2022-02-18,159,0.409,2.608,2.199,4.807,2.722,22.482
2022-02-19,56,1.012,3.339,2.328,5.667,3.009,22.111
2022-02-20,180,-0.31,2.51,2.82,5.33,2.29,22.259
2022-02-21,378,0.2,2.94,2.74,5.68,2.098,22.894
2022-02-22,427,-0.015,2.737,2.752,5.488,2.178,22.712
2022-02-23,199,-0.965,2.479,3.444,5.924,2.897,22.913
2022-02-24,219,-0.142,2.989,3.131,6.12,3.273,21.914
2022-02-25,154,-0.808,2.507,3.315,5.822,3.399,21.537
2022-02-26,87,-1.669,2.439,4.109,6.548,3.132,21.352
2022-02-27,58,-0.873,2.657,3.53,6.187,3.669,22.711
2022-02-28,123,-0.318,2.802,3.12,5.922,3.194,21.372
2022-03-01,261,-1.395,3.068,4.463,7.532,2.737,22.095
2022-03-02,356,-1.872,2.039,3.91,5.949,2.835,21.258
2022-03-03,192,0.251,2.958,2.706,5.664,3.312,21.986
2022-03-04,161,-0.534,2.464,2.998,5.461,2.963,22.419
2022-03-05,60,-0.662,2.539,3.201,5.74,2.894,21.861
2022-03-06,43,-0.523,2.124,2.647,4.77,2.737,21.624
2022-03-07,275,1.008,3.225,2.217,5.442,2.849,21.529
2022-03-08,561,1.452,3.618,2.166,5.783,2.411,22.109
2022-03-09,241,0.237,2.756,2.518,5.274,3.142,21.762
2022-03-10,213,0.524,2.82,2.296,5.116,2.908,22.416
2022-03-11,183,-0.728,2.509,3.237,5.745,3.613,21.277
2022-03-12,63,-0.229,2.821,3.05,5.871,3.163,22.683
2022-03-13,46,0.644,2.923,2.279,5.202,3.589,21.922
2022-03-14,159,-1.019,2.025,3.043,5.068,2.825,20.631
2022-03-15,296,-1.16,2.316,3.476,5.792,3.205,22.099
2022-03-16,166,0.079,2.645,2.566,5.212,3.257,21.629
2022-03-17,175,1.969,4.04,2.071,6.111,3.984,23.493
2022-03-18,117,0.538,2.959,2.421,5.379,3.641,21.986
2022-03-19,110,-4.8,1.472,6.272,7.744,5.266,22.531
2022-03-20,231,-8.56,0.657,9.218,9.875,4.946,22.169
2022-03-21,337,-1.901,1.722,3.623,5.345,3.627,22.209
2022-03-22,232,0.439,2.688,2.249,4.938,2.958,23.004
2022-03-23,181,0.79,2.795,2.004,4.799,3.113,21.559
2022-03-24,159,1.537,3.572,2.035,5.607,3.537,21.908
2022-03-25,147,0.091,2.618,2.526,5.144,2.443,22.162
2022-03-26,63,-0.045,2.206,2.252,4.458,2.228,21.636
2022-03-27,33,0.781,3.372,2.591,5.962,3.263,21.686
2022-03-28,153,-0.13,2.589,2.719,5.309,2.62,21.537
2022-03-29,152,0.146,3.1,2.954,6.053,2.641,22.183
2022-03-30,199,-0.903,2.429,3.332,5.76,2.763,22.393
2022-03-31,241,-0.947,3.236,4.184,7.42,3.48,20.562
2022-04-01,310,-0.273,3.032,3.306,6.338,2.916,22.797
2022-04-02,94,-0.364,2.134,2.499,4.633,2.654,21.994
2022-04-03,66,-0.483,1.947,2.43,4.378,2.512,21.685
2022-04-04,167,-0.487,2.259,2.745,5.004,2.559,23.064
2022-04-05,179,0.22,2.577,2.357,4.934,2.525,22.776
2022-04-06,177,0.459,2.597,2.138,4.735,2.651,20.905
2022-04-07,208,1.008,2.715,1.707,4.422,2.548,21.365
2022-04-08,138,0.934,2.925,1.992,4.917,2.567,21.433
2022-04-09,47,0.47,2.64,2.17,4.81,3.398,21.562
2022-04-10,33,-1.003,2.193,3.196,5.389,3.114,22.37
2022-04-11,199,-1.273,2.587,3.861,6.448,3.551,21.175
2022-04-12,208,0.347,2.847,2.501,5.348,3.12,21.979
2022-04-13,181,0.206,2.783,2.576,5.359,3.363,22.736
2022-04-14,137,0.581,2.847,2.266,5.113,2.753,22.921
2022-04-15,94,0.149,2.451,2.301,4.752,2.568,22.777
2022-04-16,114,-1.539,2.132,3.671,5.803,2.691,20.876
2022-04-17,48,0.998,2.758,1.76,4.518,2.69,22.754
2022-04-18,82,0.473,2.718,2.245,4.964,2.888,21.762
2022-04-19,154,-0.768,2.218,2.986,5.204,2.827,21.721
2022-04-20,351,-0.906,2.244,3.15,5.394,2.711,21.468
2022-04-21,214,-0.524,2.476,3.0,5.476,3.133,20.881
2022-04-22,119,-0.122,2.655,2.778,5.433,2.8,21.607
2022-04-23,60,0.559,3.019,2.46,5.48,2.73,23.377
2022-04-24,41,-0.675,2.236,2.911,5.147,2.493,23.081
2022-04-25,241,-0.406,2.467,2.873,5.34,2.699,21.736
2022-04-26,183,-0.228,2.742,2.971,5.713,3.581,22.1
2022-04-27,198,0.437,2.96,2.523,5.484,2.546,22.344
2022-04-28,279,0.325,2.842,2.516,5.358,2.743,21.845
2022-04-29,243,-0.409,2.542,2.951,5.493,2.483,22.037
2022-04-30,71,-0.149,2.707,2.857,5.564,3.153,21.875
2022-05-01,43,-0.291,3.033,3.324,6.356,2.696,22.276
2022-05-02,162,0.578,3.092,2.514,5.606,3.912,21.901
2022-05-03,211,1.052,3.396,2.344,5.74,3.302,22.176
2022-05-04,180,0.351,2.946,2.595,5.54,2.881,20.88
2022-05-05,169,-0.485,2.423,2.908,5.331,2.984,21.983
2022-05-06,191,-0.297,3.049,3.346,6.395,2.741,21.719
2022-05-07,75,-0.359,3.053,3.413,6.466,2.994,21.899
2022-05-08,80,-0.935,2.754,3.689,6.443,2.751,20.948
2022-05-09,132,-0.661,2.61,3.271,5.881,3.3,21.729
2022-05-10,201,0.092,2.651,2.559,5.21,3.0,21.298
2022-05-11,198,-0.035,2.147,2.182,4.329,2.792,21.632
2022-05-12,222,-0.252,2.758,3.009,5.767,3.43,22.136
2022-05-13,206,0.679,3.185,2.506,5.691,3.321,21.754
2022-05-14,52,-0.077,2.833,2.91,5.742,3.017,22.348
2022-05-15,55,0.49,3.092,2.601,5.693,2.306,21.633
2022-05-16,174,1.547,3.492,1.944,5.436,3.181,21.529
2022-05-17,238,-0.387,2.691,3.078,5.769,4.988,21.522
2022-05-18,224,-3.905,1.719,5.625,7.344,5.643,20.607
2022-05-19,154,-0.29,2.519,2.809,5.328,3.092,21.787
2022-05-20,148,0.602,3.146,2.544,5.69,3.801,23.409
2022-05-21,108,1.08,3.176,2.096,5.273,3.504,21.631
2022-05-22,73,-1.116,1.926,3.042,4.968,3.063,21.977
2022-05-23,109,-0.001,2.593,2.594,5.186,2.951,21.059
2022-05-24,235,-0.631,2.72,3.35,6.07,4.042,21.536
2022-05-25,200,-0.498,2.637,3.134,5.771,3.903,21.954
2022-05-26,194,0.264,2.67,2.406,5.076,3.176,22.402
2022-05-27,123,0.291,2.843,2.551,5.394,2.862,21.954
2022-05-28,54,0.825,3.22,2.395,5.616,2.886,22.067
2022-05-29,40,-0.487,2.749,3.236,5.985,3.019,21.752
2022-05-30,76,1.037,2.784,1.747,4.531,2.144,21.617
2022-05-31,120,0.246,2.845,2.6,5.445,3.013,21.443
2022-06-01,114,0.879,3.36,2.481,5.84,3.226,21.38
2022-06-02,102,1.19,3.254,2.064,5.319,3.104,21.686
2022-06-03,123,0.284,2.529,2.245,4.775,2.382,21.645
2022-06-04,48,0.29,2.879,2.589,5.468,2.798,21.706
2022-06-05,29,-0.202,2.335,2.537,4.871,2.927,22.019
2022-06-06,217,1.106,2.664,1.559,4.223,2.203,22.513
2022-06-07,261,1.289,3.063,1.774,4.837,3.455,22.243
2022-06-08,173,-0.357,2.376,2.733,5.109,3.101,22.068
2022-06-09,177,0.544,2.75,2.206,4.956,2.947,22.065
2022-06-10,215,0.822,3.423,2.601,6.024,2.478,21.943
2022-06-11,72,-0.209,2.635,2.844,5.479,2.491,22.093
2022-06-12,53,0.048,2.76,2.712,5.472,2.648,21.49
2022-06-13,135,-0.246,2.583,2.829,5.412,2.633,22.216
2022-06-14,220,1.965,3.533,1.568,5.101,2.901,22.667
2022-06-15,153,1.182,3.222,2.04,5.262,3.171,22.581
2022-06-16,170,0.832,3.118,2.286,5.404,3.231,21.935
2022-06-17,112,1.03,3.121,2.091,5.212,3.173,21.434
2022-06-18,50,1.884,3.395,1.511,4.906,1.948,20.766
2022-06-19,115,0.105,2.261,2.156,4.417,1.946,22.389
2022-06-20,89,0.522,2.967,2.445,5.412,3.209,22.469
2022-06-21,112,0.545,2.597,2.052,4.649,2.09,21.757
2022-06-22,114,2.139,4.117,1.978,6.095,4.095,21.851
2022-06-23,137,0.286,2.887,2.601,5.488,3.146,20.942
2022-06-24,141,-0.272,2.682,2.954,5.636,3.102,21.639
2022-06-25,135,-1.755,2.964,4.719,7.684,3.032,18.545
2022-06-26,56,-1.765,2.698,4.463,7.161,2.717,20.876
2022-06-27,100,-0.465,2.925,3.391,6.316,3.142,22.034
2022-06-28,175,-0.242,2.888,3.13,6.018,2.186,21.835
2022-06-29,404,-1.698,2.952,4.649,7.601,2.606,21.459
2022-06-30,272,-0.36,2.956,3.316,6.272,3.183,20.85
2022-07-01,395,1.733,4.27,2.537,6.807,2.889,19.893
2022-07-02,96,1.124,3.917,2.793,6.711,3.129,20.659
2022-07-03,62,1.464,3.658,2.194,5.852,3.473,21.564
2022-07-04,55,1.469,3.459,1.99,5.449,2.786,20.959
2022-07-05,106,0.609,2.73,2.12,4.85,2.349,21.871
2022-07-06,122,-0.29,2.48,2.77,5.249,2.952,22.424
2022-07-07,189,0.721,3.561,2.84,6.401,3.045,20.569
2022-07-08,151,0.888,3.584,2.696,6.28,2.438,20.195
2022-07-09,49,0.235,2.401,2.165,4.566,2.412,19.928
2022-07-10,23,0.291,3.389,3.098,6.486,3.488,22.028
2022-07-11,119,0.523,2.887,2.365,5.252,2.52,22.196
2022-07-12,151,-0.502,2.381,2.883,5.263,3.497,21.843
2022-07-13,143,0.46,3.121,2.661,5.782,3.338,22.509
2022-07-14,110,0.429,2.89,2.461,5.35,3.253,22.34
2022-07-15,126,0.306,2.786,2.48,5.266,2.97,22.294
2022-07-16,64,0.357,2.713,2.356,5.069,2.772,21.865
2022-07-17,51,-0.688,2.509,3.196,5.705,3.097,21.609
2022-07-18,140,0.32,2.796,2.476,5.272,2.664,22.221
2022-07-19,206,-0.121,2.879,3.0,5.879,3.268,22.061
2022-07-20,191,0.178,2.793,2.614,5.407,3.014,21.83
2022-07-21,146,0.793,3.22,2.427,5.647,3.238,21.596
2022-07-22,163,-1.563,2.51,4.073,6.583,3.404,21.113
2022-07-23,40,-0.583,2.607,3.19,5.797,3.275,21.201
2022-07-24,23,0.421,3.109,2.688,5.797,2.607,21.506
2022-07-25,154,-0.241,2.458,2.699,5.157,2.628,20.759
2022-07-26,146,0.578,2.714,2.135,4.849,2.692,21.672
2022-07-27,160,-0.007,2.411,2.418,4.828,2.247,21.834
2022-07-28,205,-0.68,2.239,2.919,5.158,2.962,22.107
2022-07-29,230,-0.699,2.317,3.016,5.333,2.713,21.567
2022-07-30,82,0.073,2.198,2.125,4.323,2.201,21.846
2022-07-31,51,1.563,3.583,2.02,5.603,3.923,22.315
2022-08-01,169,0.152,2.771,2.619,5.39,3.365,23.296
2022-08-02,184,0.621,3.086,2.465,5.551,3.793,22.595
2022-08-03,111,-0.324,2.631,2.956,5.587,2.666,21.388
2022-08-04,154,0.895,3.363,2.468,5.83,3.595,21.965
2022-08-05,121,0.219,2.669,2.45,5.118,2.36,21.941
2022-08-06,66,0.417,3.164,2.747,5.91,3.298,21.275
2022-08-07,41,1.629,3.882,2.254,6.136,3.699,21.53
2022-08-08,121,0.409,3.215,2.806,6.021,3.72,21.097
2022-08-09,160,0.798,2.952,2.155,5.107,2.761,22.145
2022-08-10,164,-0.33,2.526,2.856,5.381,2.778,21.173
2022-08-11,113,0.679,2.982,2.303,5.286,3.319,21.753
2022-08-12,107,0.486,2.743,2.257,5.0,2.085,22.37
2022-08-13,144,0.503,3.021,2.518,5.539,2.755,21.297
2022-08-14,86,0.9,3.087,2.187,5.275,2.248,20.795
2022-08-15,133,0.623,2.764,2.141,4.905,2.5,20.748
2022-08-16,150,0.046,2.347,2.301,4.648,2.852,21.515
2022-08-17,176,0.166,2.594,2.429,5.023,3.077,21.873
2022-08-18,158,-0.436,2.816,3.251,6.067,3.707,21.655
2022-08-19,167,0.386,3.005,2.619,5.624,3.442,21.833
2022-08-20,74,2.28,3.849,1.57,5.419,3.273,23.614
2022-08-21,34,0.603,3.372,2.769,6.141,4.151,23.128
2022-08-22,165,0.098,3.153,3.055,6.208,3.95,22.119
2022-08-23,205,-1.766,2.116,3.882,5.998,4.341,21.48
2022-08-24,130,0.917,2.865,1.948,4.813,2.575,21.818
2022-08-25,124,0.73,2.885,2.154,5.039,2.581,21.59
2022-08-26,107,-0.236,2.39,2.626,5.016,2.5,20.964
2022-08-27,36,1.134,3.117,1.983,5.1,2.632,21.731
2022-08-28,79,1.716,3.164,1.448,4.612,2.572,20.405
2022-08-29,113,0.302,2.768,2.467,5.235,3.097,21.291
2022-08-30,241,-0.624,2.391,3.016,5.407,2.398,21.75
2022-08-31,211,-0.014,2.801,2.815,5.617,2.484,22.301
2022-09-01,304,1.693,3.843,2.15,5.993,2.775,21.999
2022-09-02,141,0.615,3.19,2.575,5.765,2.937,21.326
2022-09-03,57,-1.503,2.632,4.134,6.766,3.115,21.678
2022-09-04,25,-0.738,2.815,3.554,6.369,2.882,21.467
2022-09-05,74,0.836,2.71,1.874,4.584,2.294,22.118
2022-09-06,144,0.532,2.875,2.343,5.218,2.355,21.312
2022-09-07,289,0.036,2.616,2.58,5.195,3.119,21.654
2022-09-08,261,0.86,3.062,2.202,5.264,3.004,22.182
2022-09-09,203,0.994,3.103,2.109,5.213,3.124,21.365
2022-09-10,64,1.985,3.65,1.664,5.314,3.766,18.11
2022-09-11,26,1.601,3.325,1.724,5.049,3.311,21.516
2022-09-12,122,0.648,2.829,2.181,5.01,2.323,21.807
2022-09-13,162,0.309,3.095,2.785,5.88,2.981,21.279
2022-09-14,190,0.558,2.622,2.064,4.686,2.819,21.548
2022-09-15,145,0.151,2.625,2.474,5.1,2.491,21.954
2022-09-16,143,1.114,3.298,2.184,5.481,3.403,20.038
2022-09-17,54,0.95,2.952,2.001,4.953,2.602,21.485
2022-09-18,41,1.264,3.104,1.84,4.944,2.906,20.804
2022-09-19,106,-0.194,2.367,2.561,4.928,2.29,21.087
2022-09-20,161,0.259,2.32,2.061,4.382,2.657,21.454
2022-09-21,168,1.598,3.586,1.988,5.574,3.642,20.643
2022-09-22,244,-1.693,2.435,4.128,6.564,3.748,22.689
2022-09-23,152,0.322,2.593,2.272,4.865,2.555,21.824
2022-09-24,59,0.458,3.063,2.605,5.668,2.876,22.299
2022-09-25,92,2.174,3.456,1.282,4.738,1.508,21.114
2022-09-26,226,0.503,2.713,2.21,4.923,2.833,21.133
2022-09-27,146,0.387,2.8,2.413,5.212,2.678,21.97
2022-09-28,236,-0.946,2.287,3.233,5.52,3.211,22.291
2022-09-29,201,-0.468,2.528,2.995,5.523,2.78,21.554
2022-09-30,205,0.035,2.669,2.634,5.303,2.768,22.094
2022-10-01,34,-0.183,3.139,3.323,6.462,3.853,21.939
2022-10-02,49,-0.332,2.806,3.138,5.944,3.275,22.254
2022-10-03,216,0.741,2.797,2.056,4.853,2.371,20.512
2022-10-04,206,0.696,2.827,2.131,4.958,2.685,21.327
2022-10-05,267,-1.858,1.44,3.298,4.737,3.016,22.036
2022-10-06,142,0.54,2.867,2.328,5.195,2.89,21.453
2022-10-07,235,-0.14,2.561,2.701,5.263,2.905,21.594
2022-10-08,98,-0.026,2.865,2.891,5.756,2.523,20.986
2022-10-09,41,-0.083,2.997,3.079,6.076,3.627,21.742
2022-10-10,140,0.204,2.551,2.347,4.899,2.624,21.073
2022-10-11,163,0.514,2.737,2.223,4.96,2.552,21.305
2022-10-12,150,0.932,2.987,2.055,5.042,2.487,21.813
2022-10-13,187,1.006,2.858,1.852,4.71,2.464,21.697
2022-10-14,173,-0.187,3.358,3.545,6.903,3.435,22.244
2022-10-15,83,-0.06,2.869,2.929,5.797,2.179,22.871
2022-10-16,47,0.344,3.007,2.663,5.669,2.906,22.421
2022-10-17,219,0.297,2.665,2.367,5.032,2.184,21.998
2022-10-18,242,0.599,2.715,2.116,4.831,2.234,21.96
2022-10-19,213,0.347,2.961,2.614,5.575,2.388,21.63
2022-10-20,188,0.165,2.552,2.387,4.938,2.725,22.827
2022-10-21,143,-0.143,2.479,2.622,5.101,3.056,22.031
2022-10-22,53,0.858,3.257,2.399,5.656,3.549,22.601
2022-10-23,33,0.811,2.688,1.877,4.566,2.628,22.051
2022-10-24,147,0.708,2.804,2.095,4.899,2.381,21.444
2022-10-25,227,-0.986,2.556,3.542,6.098,4.146,22.172
2022-10-26,197,0.646,3.508,2.862,6.37,4.004,20.714
2022-10-27,226,0.259,2.763,2.504,5.267,2.862,21.515
2022-10-28,260,-0.042,2.554,2.596,5.15,2.501,20.636
2022-10-29,80,1.396,3.265,1.868,5.133,2.367,22.285
2022-10-30,77,-2.938,2.192,5.13,7.322,2.818,22.543
2022-10-31,371,-1.023,2.665,3.688,6.353,4.303,21.749
2022-11-01,279,-1.896,2.083,3.979,6.062,2.445,21.965
2022-11-02,278,-2.053,2.513,4.567,7.08,4.512,22.307
2022-11-03,189,0.275,2.616,2.341,4.956,2.815,21.058
2022-11-04,161,0.152,3.274,3.121,6.395,4.057,22.067
2022-11-05,37,-0.527,2.35,2.877,5.226,3.206,22.463
2022-11-06,85,-0.317,2.096,2.413,4.509,1.819,24.081
2022-11-07,488,-2.06,2.277,4.337,6.614,2.589,22.056
2022-11-08,183,0.708,3.077,2.369,5.446,3.28,21.992
2022-11-09,485,-0.82,3.471,4.291,7.762,3.684,19.316
2022-11-10,266,0.994,3.51,2.516,6.025,3.316,22.038
2022-11-11,82,1.149,3.847,2.698,6.545,3.031,22.487
2022-11-12,142,-2.35,2.444,4.794,7.237,3.276,22.217
2022-11-13,63,0.206,2.223,2.017,4.24,3.388,18.66
2022-11-14,83,0.806,2.975,2.168,5.143,2.536,22.307
2022-11-15,174,-0.513,2.192,2.705,4.898,2.928,21.697
2022-11-16,163,-0.128,2.441,2.569,5.011,2.624,23.147
2022-11-17,263,-0.691,2.764,3.455,6.219,3.808,20.656
2022-11-18,107,0.653,2.917,2.264,5.181,3.286,22.34
2022-11-19,116,-1.402,2.425,3.828,6.253,2.768,22.074
2022-11-20,25,0.591,2.706,2.116,4.822,2.433,20.709
2022-11-21,155,-1.022,2.537,3.559,6.097,4.287,22.634
2022-11-22,447,-5.924,1.528,7.452,8.98,5.509,21.489
2022-11-23,332,-3.595,2.295,5.89,8.184,4.264,20.816
2022-11-24,402,-2.541,2.215,4.757,6.972,3.393,22.913
2022-11-25,113,-1.193,2.4,3.593,5.994,3.669,21.373
2022-11-26,84,-0.943,2.631,3.574,6.206,2.799,22.494
2022-11-27,54,-1.606,2.533,4.139,6.672,3.446,21.538
2022-11-28,191,-2.378,2.166,4.544,6.711,3.418,20.819
2022-11-29,265,-1.05,2.661,3.711,6.372,3.465,21.798
2022-11-30,225,-0.998,2.618,3.616,6.234,3.636,20.934
2022-12-01,394,-1.878,2.777,4.655,7.432,4.396,20.893
2022-12-02,170,0.036,2.994,2.958,5.952,3.343,21.581
2022-12-03,65,-0.061,2.458,2.52,4.978,2.947,22.495
2022-12-04,59,-1.045,2.242,3.287,5.529,2.904,21.344
2022-12-05,178,0.222,2.791,2.569,5.359,3.103,21.402
2022-12-06,206,0.158,2.623,2.465,5.087,3.139,22.091
2022-12-07,202,-0.212,2.569,2.781,5.35,3.06,21.63
2022-12-08,215,-0.281,2.413,2.694,5.107,3.104,22.093
2022-12-09,142,-0.693,2.706,3.4,6.106,3.159,21.37
2022-12-10,341,-6.728,1.548,8.276,9.823,2.972,19.64
2022-12-11,41,-2.826,1.915,4.742,6.657,3.039,22.956
2022-12-12,158,-0.794,2.047,2.841,4.888,3.23,23.121
2022-12-13,153,-0.875,2.512,3.387,5.899,3.644,22.081
2022-12-14,165,-0.292,2.344,2.636,4.98,2.466,21.789
2022-12-15,186,-1.192,2.651,3.844,6.495,3.78,22.032
2022-12-16,160,0.76,3.051,2.29,5.341,3.231,22.321
2022-12-17,61,-0.616,2.66,3.276,5.936,3.455,22.183
2022-12-18,54,-0.77,2.294,3.064,5.358,2.259,22.886
2022-12-19,110,0.224,2.671,2.446,5.117,2.802,20.687
2022-12-20,101,-0.963,2.254,3.217,5.47,2.829,21.103
2022-12-21,157,1.495,3.62,2.125,5.745,3.913,22.829
2022-12-22,243,2.084,4.41,2.326,6.736,3.729,24.099
2022-12-23,109,-0.804,2.711,3.515,6.226,3.894,21.552
2022-12-24,65,-0.013,2.35,2.363,4.712,2.352,21.931
2022-12-25,48,0.23,2.453,2.223,4.675,3.143,22.606
2022-12-26,44,0.058,2.466,2.408,4.875,2.987,21.141
2022-12-27,90,-2.137,2.351,4.488,6.839,3.499,22.227
2022-12-28,109,-0.166,2.899,3.065,5.964,3.237,21.451
2022-12-29,130,-1.332,2.21,3.542,5.751,2.581,21.312
2022-12-30,115,-1.256,2.462,3.718,6.18,3.459,20.791
2022-12-31,56,-0.142,2.961,3.103,6.064,3.133,21.405
2023-01-01,17,-0.631,3.092,3.723,6.815,4.002,21.115
2023-01-02,48,0.698,3.031,2.333,5.364,2.489,21.477
2023-01-03,168,-1.271,2.26,3.531,5.792,2.768,20.397
2023-01-04,170,0.034,2.712,2.677,5.389,3.112,21.368
2023-01-05,166,0.61,2.852,2.242,5.094,2.58,21.018
2023-01-06,109,-0.055,2.68,2.735,5.414,2.753,21.669
2023-01-07,25,-0.478,2.21,2.688,4.898,2.753,21.588
2023-01-08,44,0.164,2.556,2.391,4.947,3.215,19.383
2023-01-09,123,0.017,2.575,2.558,5.133,2.424,20.917
2023-01-10,187,-1.857,2.56,4.417,6.978,4.257,21.142
2023-01-11,187,-0.048,2.625,2.673,5.297,3.425,21.624
2023-01-12,172,0.224,2.595,2.371,4.967,2.936,21.1
2023-01-13,212,-1.258,2.603,3.861,6.465,2.544,23.469
2023-01-14,82,-1.327,2.787,4.114,6.901,3.181,23.539
2023-01-15,63,0.274,2.834,2.561,5.395,2.755,21.52
2023-01-16,71,-0.209,2.662,2.871,5.533,3.368,22.032
2023-01-17,164,0.688,2.88,2.192,5.072,2.998,21.291
2023-01-18,523,-3.063,3.805,6.869,10.674,3.437,20.716
2023-01-19,174,0.166,2.825,2.659,5.484,3.377,22.096
2023-01-20,101,-0.172,2.787,2.959,5.746,2.816,21.596
2023-01-21,49,-0.514,2.692,3.206,5.899,2.606,22.198
2023-01-22,47,-0.483,2.708,3.191,5.899,3.42,21.586
2023-01-23,137,0.08,2.355,2.275,4.63,2.56,20.869
2023-01-24,206,0.814,2.945,2.131,5.077,3.165,19.787
2023-01-25,114,-0.086,2.507,2.592,5.099,3.012,21.28
2023-01-26,128,1.016,3.3,2.283,5.583,3.058,22.089
2023-01-27,109,0.263,3.004,2.741,5.745,2.799,21.184
2023-01-28,44,0.922,3.029,2.107,5.135,2.012,21.535
2023-01-29,42,-0.234,2.875,3.109,5.983,3.849,22.015
2023-01-30,145,-0.069,2.353,2.422,4.775,2.681,21.354
2023-01-31,143,-0.862,2.246,3.109,5.355,2.966,21.75
2023-02-01,303,2.241,4.546,2.305,6.851,3.498,23.081
2023-02-02,209,-0.195,2.542,2.737,5.279,2.306,21.589
2023-02-03,267,-0.589,2.63,3.219,5.85,2.561,21.168
2023-02-04,75,-0.523,2.687,3.209,5.896,2.428,21.293
2023-02-05,40,1.239,3.121,1.882,5.002,2.467,20.613
2023-02-06,107,0.478,3.177,2.698,5.875,3.8,21.638
2023-02-07,122,0.423,2.701,2.278,4.978,3.234,21.873
2023-02-08,131,0.653,3.112,2.459,5.571,3.528,22.166
2023-02-09,175,1.624,3.586,1.962,5.549,3.368,21.97
2023-02-10,159,1.087,3.301,2.214,5.516,3.514,21.986
2023-02-11,47,-1.354,2.519,3.873,6.392,4.351,22.58
2023-02-12,30,-0.292,2.44,2.732,5.172,3.505,23.07
2023-02-13,72,1.244,3.105,1.862,4.967,2.626,21.557
2023-02-14,126,0.668,2.822,2.155,4.977,2.812,22.257
2023-02-15,146,0.652,2.879,2.227,5.106,3.44,21.726
2023-02-16,158,0.478,2.959,2.481,5.44,2.631,21.758
2023-02-17,100,0.408,2.587,2.179,4.766,2.663,21.165
2023-02-18,43,-0.171,2.447,2.618,5.065,2.219,21.918
2023-02-19,29,-0.545,2.642,3.186,5.828,3.654,23.634
2023-02-20,78,1.262,3.19,1.928,5.118,2.544,21.445
2023-02-21,146,0.305,2.771,2.466,5.238,2.816,21.867
2023-02-22,121,0.151,2.809,2.658,5.468,2.814,22.39
2023-02-23,120,0.624,3.11,2.486,5.596,2.935,21.569
2023-02-24,158,0.474,2.941,2.467,5.408,2.654,20.767
2023-02-25,137,-2.697,1.813,4.511,6.324,3.71,21.474
2023-02-26,38,0.401,3.291,2.891,6.182,2.898,21.214
2023-02-27,100,0.46,2.605,2.146,4.751,2.868,21.142
2023-02-28,132,0.027,2.458,2.431,4.889,2.464,22.02
2023-03-01,122,-0.292,2.321,2.613,4.934,2.631,23.328
2023-03-02,164,0.292,2.779,2.487,5.267,3.058,22.128
2023-03-03,201,-0.574,2.62,3.194,5.813,3.271,21.354
2023-03-04,71,-0.351,2.692,3.043,5.734,3.664,21.528
2023-03-05,42,0.108,2.467,2.359,4.826,2.555,20.994
2023-03-06,114,-0.077,2.421,2.497,4.918,2.832,20.992
2023-03-07,111,0.544,3.057,2.514,5.571,3.144,22.266
2023-03-08,136,-0.398,2.866,3.264,6.13,4.296,21.244
2023-03-09,220,-0.838,2.812,3.65,6.462,3.951,21.152
2023-03-10,130,0.248,2.91,2.662,5.572,3.314,22.791
2023-03-11,47,-1.286,2.614,3.899,6.513,4.052,22.444
2023-03-12,42,-0.332,3.16,3.492,6.653,3.888,21.995
2023-03-13,75,-0.372,2.659,3.031,5.691,2.907,22.284
2023-03-14,138,0.151,2.844,2.692,5.536,2.943,22.542
2023-03-15,109,0.129,2.772,2.644,5.416,2.901,21.564
2023-03-16,179,0.339,2.849,2.51,5.359,3.169,22.282
2023-03-17,116,0.701,3.614,2.913,6.527,4.307,23.754
2023-03-18,77,0.28,3.23,2.95,6.181,3.601,22.431
2023-03-19,32,0.144,2.262,2.118,4.381,3.047,22.059
2023-03-20,118,1.188,2.987,1.8,4.787,2.575,21.649
2023-03-21,173,1.661,3.598,1.937,5.535,3.146,23.51
2023-03-22,76,0.711,2.83,2.119,4.949,2.92,21.555
2023-03-23,135,-0.028,2.82,2.847,5.667,2.829,21.447
2023-03-24,315,0.059,3.01,2.952,5.962,2.938,22.076
2023-03-25,123,0.212,2.699,2.487,5.186,2.997,21.819
2023-03-26,79,-0.329,2.252,2.582,4.834,3.688,21.811
2023-03-27,253,0.007,2.487,2.481,4.968,3.262,21.196
2023-03-28,319,0.559,2.668,2.109,4.776,3.05,22.503
2023-03-29,339,0.302,2.681,2.379,5.06,2.962,22.229
2023-03-30,323,0.111,2.781,2.67,5.452,2.996,21.556
2023-03-31,259,0.066,2.592,2.526,5.118,2.552,21.78
2023-04-01,145,-0.855,2.411,3.265,5.676,3.326,21.911
2023-04-02,68,-0.454,2.308,2.762,5.07,2.664,22.222
2023-04-03,210,0.637,2.981,2.344,5.325,3.104,22.292
2023-04-04,551,-0.677,2.54,3.217,5.757,2.607,21.819
2023-04-05,448,0.212,2.732,2.52,5.252,2.582,21.782
2023-04-06,283,0.094,2.558,2.464,5.022,2.943,21.998
2023-04-07,200,-0.361,2.545,2.906,5.452,3.172,22.587
